year,region,country,country_label,poe,state,total_arrivals,male_arrivals,female_arrivals
2021,Asia,TWN,Taiwan,Lubok Antu,Sarawak,0,0,0
2021,Asia,TWN,Taiwan,Padang Besar,Perlis,0,0,0
2021,Asia,TWN,Taiwan,Pandaruan,Sarawak,0,0,0
2021,Asia,TWN,Taiwan,Pasir Gudang,Johor,0,0,0
2021,Asia,TWN,Taiwan,Pejabat Imigresen Desaru Coast,Johor,0,0,0
2021,Asia,TWN,Taiwan,Pejabat Imigresen Port Swettenham,Selangor,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Klang Barat - KMT,Selangor,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Klang Barat - SCT,Selangor,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Klang Utara,Selangor,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Kuantan,Pahang,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Melaka,Melaka,0,0,0
2021,Asia,TWN,Taiwan,Pelabuhan Tanjung Pelepas,Johor,0,0,0
2021,Asia,TWN,Taiwan,Pengkalan Hulu (Bukit Berapit),Perak,0,0,0
2021,Asia,TWN,Taiwan,Pengkalan Kubur,Kelantan,0,0,0
2021,Asia,TWN,Taiwan,Pos Imigresen Mengkalap,Sarawak,0,0,0
2021,Asia,TWN,Taiwan,Pos Kawalan Imigresen Muar,Johor,0,0,0
2021,Asia,TWN,Taiwan,Rantau Panjang,Kelantan,0,0,0
2021,Asia,TWN,Taiwan,Roro Labuan,Labuan,0,0,0
2021,Asia,TWN,Taiwan,Stulang Laut,Johor,0,0,0
2021,Asia,TWN,Taiwan,Sungai Tujuh,Sarawak,0,0,0
2021,Asia,TWN,Taiwan,Tanjung Belungkor,Johor,0,0,0
2021,Asia,TWN,Taiwan,Tanjung Pengelih,Johor,0,0,0
2021,Asia,TWN,Taiwan,Tebedu,Sarawak,0,0,0
2021,Asia,TWN,Taiwan,Telaga Harbour Park,Kedah,0,0,0
2021,Asia,TWN,Taiwan,Terminal Feri Puteri Harbour,Johor,0,0,0
2021,Asia,TWN,Taiwan,Wang Kelian,Perlis,0,0,0
2021,Asia,TWN,Taiwan,Woodlands Train Checkpoint,Singapore,0,0,0
2021,Asia,UZB,Uzbekistan,Bangunan Sultan Iskandar,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Bukit Kayu Hitam,Kedah,0,0,0
2021,Asia,UZB,Uzbekistan,Gelang Patah,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Jeti Kuah Langkawi,Kedah,0,0,0
2021,Asia,UZB,Uzbekistan,Jeti Pasir Gudang,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,LT Miri,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Bayan Lepas,Pulau_Pinang,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Ipoh,Perak,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Kota Kinabalu,Sabah,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Kuching,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Langkawi,Kedah,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Subang Terminal 3,Selangor,0,0,0
2021,Asia,UZB,Uzbekistan,LTA Sultan Ismail Senai,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Padang Besar,Perlis,0,0,0
2021,Asia,UZB,Uzbekistan,Pandaruan,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,Pejabat Imigresen Desaru Coast,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Pejabat Imigresen Port Swettenham,Selangor,0,0,0
2021,Asia,UZB,Uzbekistan,Pelabuhan Klang Barat - KMT,Selangor,0,0,0
2021,Asia,UZB,Uzbekistan,Pelabuhan Klang Barat - SCT,Selangor,0,0,0
2021,Asia,UZB,Uzbekistan,Pengkalan Hulu (Bukit Berapit),Perak,0,0,0
2021,Asia,UZB,Uzbekistan,Pos Imigresen Mengkalap,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,Rantau Panjang,Kelantan,0,0,0
2021,Asia,UZB,Uzbekistan,Stulang Laut,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Sungai Tujuh,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,Tedungan,Sarawak,0,0,0
2021,Asia,UZB,Uzbekistan,Telaga Harbour Park,Kedah,0,0,0
2021,Asia,UZB,Uzbekistan,Terminal Feri Puteri Harbour,Johor,0,0,0
2021,Asia,UZB,Uzbekistan,Wang Kelian,Perlis,0,0,0
2021,Asia,UZB,Uzbekistan,Woodlands Train Checkpoint,Singapore,0,0,0
2021,Asia,VNM,Vietnam,Biawak,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Bukit Kayu Hitam,Kedah,0,0,0
2021,Asia,VNM,Vietnam,Dermaga Kota Kinabalu,Sabah,0,0,0
2021,Asia,VNM,Vietnam,Dermaga Labuan,Labuan,0,0,0
2021,Asia,VNM,Vietnam,Dermaga Sandakan,Sabah,0,0,0
2021,Asia,VNM,Vietnam,Dermaga Tawau,Sabah,0,0,0
2021,Asia,VNM,Vietnam,Gelang Patah,Johor,0,0,0
2021,Asia,VNM,Vietnam,ICQ Durian Burung,Kedah,0,0,0
2021,Asia,VNM,Vietnam,Jeti Kuah Langkawi,Kedah,0,0,0
2021,Asia,VNM,Vietnam,Jeti Kukup,Johor,0,0,0
2021,Asia,VNM,Vietnam,Jeti Pasir Gudang,Johor,0,0,0
2021,Asia,VNM,Vietnam,Jeti Port Dickson,Negeri_Sembilan,0,0,0
2021,Asia,VNM,Vietnam,Jeti Tioman,Pahang,0,0,0
2021,Asia,VNM,Vietnam,Kerteh,Terengganu,0,0,0
2021,Asia,VNM,Vietnam,LT Bintulu,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,LT Miri,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,LT Sandakan,Sabah,0,0,0
2021,Asia,VNM,Vietnam,LT Sibu,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,LT Tawau,Sabah,0,0,0
2021,Asia,VNM,Vietnam,LTA Ipoh,Perak,0,0,0
2021,Asia,VNM,Vietnam,LTA Kuantan,Pahang,0,0,0
2021,Asia,VNM,Vietnam,LTA Subang Terminal 3,Selangor,0,0,0
2021,Asia,VNM,Vietnam,LTA Sultan Ismail Senai,Johor,0,0,0
2021,Asia,VNM,Vietnam,Lubok Antu,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Padang Besar,Perlis,0,0,0
2021,Asia,VNM,Vietnam,Pandaruan,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Pasir Gudang,Johor,0,0,0
2021,Asia,VNM,Vietnam,Pejabat Imigresen Desaru Coast,Johor,0,0,0
2021,Asia,VNM,Vietnam,Pejabat Imigresen Port Swettenham,Selangor,0,0,0
2021,Asia,VNM,Vietnam,Pelabuhan Klang Barat - SCT,Selangor,0,0,0
2021,Asia,VNM,Vietnam,Pelabuhan Klang Utara,Selangor,0,0,0
2021,Asia,VNM,Vietnam,Pelabuhan Kuantan,Pahang,0,0,0
2021,Asia,VNM,Vietnam,Pelabuhan Kuching,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Pelabuhan Melaka,Melaka,0,0,0
2021,Asia,VNM,Vietnam,Pengkalan Hulu (Bukit Berapit),Perak,0,0,0
2021,Asia,VNM,Vietnam,Pengkalan Kubur,Kelantan,0,0,0
2021,Asia,VNM,Vietnam,Pos Imigresen Mengkalap,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Pos Kawalan Imigresen Muar,Johor,0,0,0
2021,Asia,VNM,Vietnam,Rantau Panjang,Kelantan,0,0,0
2021,Asia,VNM,Vietnam,Roro Labuan,Labuan,0,0,0
2021,Asia,VNM,Vietnam,Stulang Laut,Johor,0,0,0
2021,Asia,VNM,Vietnam,Sungai Tujuh,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Tanjung Belungkor,Johor,0,0,0
2021,Asia,VNM,Vietnam,Tanjung Pengelih,Johor,0,0,0
2021,Asia,VNM,Vietnam,Tebedu,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Tedungan,Sarawak,0,0,0
2021,Asia,VNM,Vietnam,Telaga Harbour Park,Kedah,0,0,0
2021,Asia,VNM,Vietnam,Terminal Feri Minyak Beku,Johor,0,0,0
2021,Asia,VNM,Vietnam,Terminal Feri Puteri Harbour,Johor,0,0,0
2021,Asia,VNM,Vietnam,Wang Kelian,Perlis,0,0,0
2021,Asia,VNM,Vietnam,Woodlands Train Checkpoint,Singapore,0,0,0
2021,Asia,YEM,Yemen,Bangunan Sultan Iskandar,Johor,0,0,0
2021,Asia,YEM,Yemen,Bukit Kayu Hitam,Kedah,0,0,0
2021,Asia,YEM,Yemen,Dermaga Labuan,Labuan,0,0,0
2021,Asia,YEM,Yemen,Dermaga Tawau,Sabah,0,0,0
2021,Asia,YEM,Yemen,Gelang Patah,Johor,0,0,0
2021,Asia,YEM,Yemen,Jeti Kuah Langkawi,Kedah,0,0,0
2021,Asia,YEM,Yemen,Jeti Tioman,Pahang,0,0,0
2021,Asia,YEM,Yemen,LT Bintulu,Sarawak,0,0,0
2021,Asia,YEM,Yemen,LT Tawau,Sabah,0,0,0
2021,Asia,YEM,Yemen,LTA Bayan Lepas,Pulau_Pinang,0,0,0
2021,Asia,YEM,Yemen,LTA Ipoh,Perak,0,0,0
2021,Asia,YEM,Yemen,LTA Kota Kinabalu,Sabah,0,0,0
2021,Asia,YEM,Yemen,LTA Kuching,Sarawak,0,0,0
2021,Asia,YEM,Yemen,LTA Subang Terminal 3,Selangor,0,0,0
2021,Asia,YEM,Yemen,LTA Sultan Ismail Senai,Johor,0,0,0
2021,Asia,YEM,Yemen,Padang Besar,Perlis,0,0,0
2021,Asia,YEM,Yemen,Pandaruan,Sarawak,0,0,0
2021,Asia,YEM,Yemen,Pejabat Imigresen Desaru Coast,Johor,0,0,0
2021,Asia,YEM,Yemen,Pelabuhan Klang Barat - SCT,Selangor,0,0,0
2021,Asia,YEM,Yemen,Pelabuhan Klang Selatan - Jeti,Selangor,0,0,0
2021,Asia,YEM,Yemen,Pelabuhan Kuantan,Pahang,0,0,0
2021,Asia,YEM,Yemen,Pelabuhan Melaka,Melaka,0,0,0
2021,Asia,YEM,Yemen,Pelabuhan Tanjung Pelepas,Johor,0,0,0
2021,Asia,YEM,Yemen,Pengkalan Hulu (Bukit Berapit),Perak,0,0,0
2021,Asia,YEM,Yemen,Pengkalan Kubur,Kelantan,0,0,0
2021,Asia,YEM,Yemen,Pos Imigresen Mengkalap,Sarawak,0,0,0
2021,Asia,YEM,Yemen,Rantau Panjang,Kelantan,0,0,0
2021,Asia,YEM,Yemen,Stulang Laut,Johor,0,0,0
2021,Asia,YEM,Yemen,Sungai Tujuh,Sarawak,0,0,0
2021,Asia,YEM,Yemen,Tebedu,Sarawak,0,0,0
2021,Asia,YEM,Yemen,Tedungan,Sarawak,0,0,0
2021,Asia,YEM,Yemen,Telaga Harbour Park,Kedah,0,0,0
2021,Asia,YEM,Yemen,Wang Kelian,Perlis,0,0,0
2021,Asia,YEM,Yemen,Woodlands Train Checkpoint,Singapore,0,0,0
2021,Europe,GBR,United Kingdom,LTA Kuala Lumpur Terminal 1,Selangor,4651,3316,1335
2021,Europe,FRA,France,LTA Kuala Lumpur Terminal 1,Selangor,1881,1287,594
2021,Europe,DEU,Germany,LTA Kuala Lumpur Terminal 1,Selangor,1390,1087,303
2021,Europe,RUS,Russian Federation,LTA Kuala Lumpur Terminal 1,Selangor,859,646,213
2021,Europe,NLD,Netherlands,LTA Kuala Lumpur Terminal 1,Selangor,809,602,207
2021,Europe,UKR,Ukraine,LTA Kuala Lumpur Terminal 1,Selangor,691,635,56
2021,Europe,ITA,Italy,LTA Kuala Lumpur Terminal 1,Selangor,667,534,133
2021,Europe,TUR,Turkey,LTA Kuala Lumpur Terminal 1,Selangor,538,407,131
2021,Europe,SWE,Sweden,LTA Kuala Lumpur Terminal 1,Selangor,407,332,75
2021,Europe,ESP,Spain,LTA Kuala Lumpur Terminal 1,Selangor,367,256,111
2021,Europe,POL,Poland,LTA Kuala Lumpur Terminal 1,Selangor,334,285,49
2021,Europe,ROU,Romania,LTA Kuala Lumpur Terminal 1,Selangor,305,244,61
2021,Europe,HRV,Croatia,LTA Kuala Lumpur Terminal 1,Selangor,291,278,13
2021,Europe,DNK,Denmark,LTA Kuala Lumpur Terminal 1,Selangor,290,229,61
2021,Europe,CHE,Switzerland,LTA Kuala Lumpur Terminal 1,Selangor,263,178,85
2021,Europe,KAZ,Kazakhstan,LTA Kuala Lumpur Terminal 1,Selangor,242,122,120
2021,Europe,IRL,Ireland,LTA Kuala Lumpur Terminal 1,Selangor,240,158,82
2021,Europe,BEL,Belgium,LTA Kuala Lumpur Terminal 1,Selangor,232,169,63
2021,Europe,NOR,Norway,LTA Kuala Lumpur Terminal 1,Selangor,225,184,41
2021,Europe,AUT,Austria,LTA Kuala Lumpur Terminal 1,Selangor,213,169,44
2021,Europe,FIN,Finland,LTA Kuala Lumpur Terminal 1,Selangor,176,135,41
2021,Europe,PRT,Portugal,LTA Kuala Lumpur Terminal 1,Selangor,145,81,64
2021,Europe,BGR,Bulgaria,LTA Kuala Lumpur Terminal 1,Selangor,144,132,12
2021,Europe,GBR,United Kingdom,LTA Kuala Lumpur Terminal 2,Selangor,126,84,42
2021,Europe,GBR,United Kingdom,LTA Bayan Lepas,Pulau_Pinang,118,69,49
2021,Europe,SVK,Slovakia (Slovak Republic),LTA Kuala Lumpur Terminal 1,Selangor,108,84,24
2021,Europe,GRC,Greece,LTA Kuala Lumpur Terminal 1,Selangor,97,87,10
2021,Europe,HUN,Hungary,LTA Kuala Lumpur Terminal 1,Selangor,92,56,36
2021,Europe,CZE,Czech Republic,LTA Kuala Lumpur Terminal 1,Selangor,84,64,20
2021,Europe,UKR,Ukraine,Pelabuhan Tanjung Pelepas,Johor,74,73,1
2021,Europe,MNE,Montenegro,LTA Kuala Lumpur Terminal 1,Selangor,61,60,1
2021,Europe,LTU,Lithuania,LTA Kuala Lumpur Terminal 1,Selangor,57,45,12
2021,Europe,RUS,Russian Federation,Pelabuhan Tanjung Pelepas,Johor,57,53,4
2021,Europe,BIH,Bosnia and Herzegovina,LTA Kuala Lumpur Terminal 1,Selangor,54,29,25
2021,Europe,FRA,France,LTA Kuala Lumpur Terminal 2,Selangor,50,34,16
2021,Europe,DEU,Germany,LTA Kuala Lumpur Terminal 2,Selangor,48,37,11
2021,Europe,LVA,Latvia,LTA Kuala Lumpur Terminal 1,Selangor,45,37,8
2021,Europe,AZE,Azerbaijan,LTA Kuala Lumpur Terminal 1,Selangor,43,26,17
2021,Europe,GEO,Georgia,LTA Kuala Lumpur Terminal 1,Selangor,41,38,3
2021,Europe,DEU,Germany,LTA Bayan Lepas,Pulau_Pinang,40,31,9
2021,Europe,GBR,United Kingdom,Pasir Gudang,Johor,35,34,1
2021,Europe,SRB,Serbia,LTA Kuala Lumpur Terminal 1,Selangor,33,23,10
2021,Europe,NLD,Netherlands,LTA Bayan Lepas,Pulau_Pinang,27,16,11
2021,Europe,EST,Estonia,LTA Kuala Lumpur Terminal 1,Selangor,26,21,5
2021,Europe,FRA,France,LTA Bayan Lepas,Pulau_Pinang,26,21,5
2021,Europe,GBR,United Kingdom,LTA Kuching,Sarawak,25,20,5
2021,Europe,DNK,Denmark,Pelabuhan Tanjung Pelepas,Johor,21,19,2
2021,Europe,HRV,Croatia,Pelabuhan Klang Barat - KMT,Selangor,18,16,2
2021,Europe,GBR,United Kingdom,LTA Langkawi,Kedah,17,11,6
2021,Europe,HRV,Croatia,Pelabuhan Tanjung Pelepas,Johor,17,17,0
2021,Europe,SVN,Slovenia,LTA Kuala Lumpur Terminal 1,Selangor,17,12,5
2021,Europe,UKR,Ukraine,LTA Sultan Ismail Senai,Johor,17,17,0
2021,Europe,CHE,Switzerland,LTA Bayan Lepas,Pulau_Pinang,16,7,9
2021,Europe,ALB,Albania,LTA Kuala Lumpur Terminal 1,Selangor,15,10,5
2021,Europe,DNK,Denmark,LTA Bayan Lepas,Pulau_Pinang,14,12,2
2021,Europe,DEU,Germany,LTA Kuching,Sarawak,13,11,2
2021,Europe,MLT,Malta,LTA Kuala Lumpur Terminal 1,Selangor,13,11,2
2021,Europe,RUS,Russian Federation,LTA Kuala Lumpur Terminal 2,Selangor,12,7,5
2021,Europe,BLR,Belarus,LTA Kuala Lumpur Terminal 1,Selangor,11,7,4
2021,Europe,MKD,Macedonia,LTA Kuala Lumpur Terminal 1,Selangor,11,7,4
2021,Europe,GBR,United Kingdom,Gelang Patah,Johor,10,8,2
2021,Europe,LUX,Luxembourg,LTA Kuala Lumpur Terminal 1,Selangor,10,7,3
2021,Europe,MNE,Montenegro,Pelabuhan Tanjung Pelepas,Johor,10,10,0
2021,Europe,ROU,Romania,Pelabuhan Tanjung Pelepas,Johor,10,10,0
2021,Europe,BEL,Belgium,LTA Bayan Lepas,Pulau_Pinang,9,6,3
2021,Europe,ESP,Spain,LTA Kuala Lumpur Terminal 2,Selangor,9,7,2
2021,Europe,FRA,France,LTA Kuching,Sarawak,9,9,0
2021,Europe,NLD,Netherlands,LTA Kuching,Sarawak,9,8,1
2021,Europe,CHE,Switzerland,LTA Kuala Lumpur Terminal 2,Selangor,8,7,1
2021,Europe,CYP,Cyprus,LTA Kuala Lumpur Terminal 1,Selangor,8,6,2
2021,Europe,DEU,Germany,LTA Langkawi,Kedah,8,5,3
2021,Europe,HRV,Croatia,Pelabuhan Klang Barat - SCT,Selangor,8,8,0
2021,Europe,NLD,Netherlands,LTA Kuala Lumpur Terminal 2,Selangor,8,8,0
2021,Europe,POL,Poland,Pelabuhan Tanjung Pelepas,Johor,8,8,0
2021,Europe,UKR,Ukraine,LTA Bayan Lepas,Pulau_Pinang,8,8,0
2021,Europe,ARM,Armenia,LTA Kuala Lumpur Terminal 1,Selangor,7,3,4
2021,Europe,GRC,Greece,Pelabuhan Tanjung Pelepas,Johor,7,6,1
2021,Europe,ITA,Italy,LTA Kuala Lumpur Terminal 2,Selangor,7,7,0
2021,Europe,RUS,Russian Federation,LT Bintulu,Sarawak,7,7,0
2021,Europe,SWE,Sweden,LTA Kuala Lumpur Terminal 2,Selangor,7,6,1
2021,Europe,ITA,Italy,LTA Bayan Lepas,Pulau_Pinang,6,6,0
2021,Europe,ROU,Romania,LTA Kuala Lumpur Terminal 2,Selangor,6,4,2
2021,Europe,RUS,Russian Federation,Jeti Kuah Langkawi,Kedah,6,4,2
2021,Europe,SWE,Sweden,LTA Bayan Lepas,Pulau_Pinang,6,4,2
2021,Europe,SWE,Sweden,Pelabuhan Klang Barat - SCT,Selangor,6,5,1
2021,Europe,BEL,Belgium,LTA Kuala Lumpur Terminal 2,Selangor,5,4,1
2021,Europe,DEU,Germany,Bangunan Sultan Iskandar,Johor,5,5,0
2021,Europe,ITA,Italy,LTA Kuching,Sarawak,5,5,0
2021,Europe,MNE,Montenegro,Pelabuhan Klang Barat - KMT,Selangor,5,5,0
2021,Europe,NOR,Norway,LTA Kuala Lumpur Terminal 2,Selangor,5,5,0
2021,Europe,POL,Poland,Pasir Gudang,Johor,5,5,0
2021,Europe,RUS,Russian Federation,LTA Sultan Ismail Senai,Johor,5,5,0
2021,Europe,VAT,Holy See (Vatican City State),LTA Kuala Lumpur Terminal 1,Selangor,5,5,0
2021,Europe,AUT,Austria,LTA Bayan Lepas,Pulau_Pinang,4,1,3
2021,Europe,AUT,Austria,LTA Kuching,Sarawak,4,4,0
2021,Europe,GBR,United Kingdom,Bangunan Sultan Iskandar,Johor,4,3,1
2021,Europe,GBR,United Kingdom,LTA Kota Kinabalu,Sabah,4,2,2
2021,Europe,ISL,Iceland,LTA Kuala Lumpur Terminal 1,Selangor,4,3,1
2021,Europe,ITA,Italy,LTA Langkawi,Kedah,4,3,1
2021,Europe,LTU,Lithuania,Pasir Gudang,Johor,4,4,0
2021,Europe,NLD,Netherlands,Pasir Gudang,Johor,4,4,0
2021,Europe,NLD,Netherlands,Pelabuhan Tanjung Pelepas,Johor,4,4,0
2021,Europe,ROU,Romania,Pelabuhan Klang Barat - KMT,Selangor,4,4,0
2021,Europe,SWE,Sweden,Pelabuhan Klang Barat - KMT,Selangor,4,4,0
2021,Europe,AUT,Austria,LTA Kuala Lumpur Terminal 2,Selangor,3,3,0
2021,Europe,BGR,Bulgaria,Pelabuhan Klang Barat - SCT,Selangor,3,3,0
2021,Europe,ESP,Spain,LTA Bayan Lepas,Pulau_Pinang,3,2,1
2021,Europe,FRA,France,Bangunan Sultan Iskandar,Johor,3,3,0
2021,Europe,FRA,France,LTA Langkawi,Kedah,3,2,1
2021,Europe,FRA,France,Pasir Gudang,Johor,3,3,0
2021,Europe,GBR,United Kingdom,Jeti Kuah Langkawi,Kedah,3,1,2
2021,Europe,GBR,United Kingdom,LTA Ipoh,Perak,3,0,3
2021,Europe,GBR,United Kingdom,Pelabuhan Klang Barat - SCT,Selangor,3,3,0
2021,Europe,GBR,United Kingdom,Pelabuhan Tanjung Pelepas,Johor,3,3,0
2021,Europe,GEO,Georgia,Pelabuhan Tanjung Pelepas,Johor,3,3,0
2021,Europe,LIE,Liechtenstein,LTA Kuala Lumpur Terminal 1,Selangor,3,3,0
2021,Europe,LVA,Latvia,Pelabuhan Klang Barat - KMT,Selangor,3,3,0
2021,Europe,MCO,Monaco,LTA Kuala Lumpur Terminal 1,Selangor,3,0,3
2021,Europe,NOR,Norway,LTA Kuching,Sarawak,3,2,1
2021,Europe,POL,Poland,LTA Kuching,Sarawak,3,3,0
2021,Europe,POL,Poland,Pelabuhan Klang Barat - KMT,Selangor,3,3,0
2021,Europe,PRT,Portugal,LTA Bayan Lepas,Pulau_Pinang,3,1,2
2021,Europe,RUS,Russian Federation,Pasir Gudang,Johor,3,3,0
2021,Europe,TUR,Turkey,LTA Kuala Lumpur Terminal 2,Selangor,3,2,1
2021,Europe,TUR,Turkey,LTA Kuching,Sarawak,3,3,0
2021,Europe,UKR,Ukraine,LT Batu Berendam,Melaka,3,3,0
2021,Europe,UKR,Ukraine,Pasir Gudang,Johor,3,3,0
2021,Europe,UKR,Ukraine,Pelabuhan Klang Barat - KMT,Selangor,3,3,0
2021,Europe,AUT,Austria,Pelabuhan Klang Barat - SCT,Selangor,2,2,0
2021,Europe,BEL,Belgium,LTA Kuching,Sarawak,2,2,0
2021,Europe,CZE,Czech Republic,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2021,Europe,DEU,Germany,Gelang Patah,Johor,2,2,0
2021,Europe,DEU,Germany,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2021,Europe,DNK,Denmark,LTA Kuala Lumpur Terminal 2,Selangor,2,2,0
2021,Europe,DNK,Denmark,LTA Kuching,Sarawak,2,2,0
2021,Europe,ESP,Spain,LTA Sultan Ismail Senai,Johor,2,2,0
2021,Europe,ESP,Spain,Pasir Gudang,Johor,2,2,0
2021,Europe,FIN,Finland,LTA Kuala Lumpur Terminal 2,Selangor,2,2,0
2021,Europe,FIN,Finland,Pasir Gudang,Johor,2,2,0
2021,Europe,FIN,Finland,Pelabuhan Klang Barat - SCT,Selangor,2,2,0
2021,Europe,GBR,United Kingdom,Sungai Tujuh,Sarawak,2,2,0
2021,Europe,GRC,Greece,Pasir Gudang,Johor,2,2,0
2021,Europe,GRC,Greece,Pelabuhan Klang Barat - SCT,Selangor,2,2,0
2021,Europe,HRV,Croatia,LTA Kota Kinabalu,Sabah,2,2,0
2021,Europe,HRV,Croatia,Pasir Gudang,Johor,2,2,0
2021,Europe,HUN,Hungary,LTA Bayan Lepas,Pulau_Pinang,2,0,2
2021,Europe,IRL,Ireland,LTA Bayan Lepas,Pulau_Pinang,2,2,0
2021,Europe,IRL,Ireland,LTA Kuala Lumpur Terminal 2,Selangor,2,1,1
2021,Europe,ITA,Italy,Telaga Harbour Park,Kedah,2,2,0
2021,Europe,MDA,Moldova,LTA Kuala Lumpur Terminal 1,Selangor,2,1,1
2021,Europe,NLD,Netherlands,LTA Kota Kinabalu,Sabah,2,2,0
2021,Europe,NOR,Norway,LT Miri,Sarawak,2,2,0
2021,Europe,NOR,Norway,Pasir Gudang,Johor,2,2,0
2021,Europe,NOR,Norway,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2021,Europe,POL,Poland,LTA Kuala Lumpur Terminal 2,Selangor,2,1,1
2021,Europe,PRT,Portugal,LTA Kuala Lumpur Terminal 2,Selangor,2,2,0
2021,Europe,ROU,Romania,LTA Kuching,Sarawak,2,2,0
2021,Europe,ROU,Romania,LTA Sultan Ismail,Kelantan,2,2,0
2021,Europe,ROU,Romania,Pasir Gudang,Johor,2,2,0
2021,Europe,RUS,Russian Federation,LTA Sultan Ismail,Kelantan,2,0,2
2021,Europe,RUS,Russian Federation,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2021,Europe,SVK,Slovakia (Slovak Republic),Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2021,Europe,SVN,Slovenia,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2021,Europe,SWE,Sweden,Pasir Gudang,Johor,2,2,0
2021,Europe,TUR,Turkey,Bangunan Sultan Iskandar,Johor,2,2,0
2021,Europe,TUR,Turkey,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2021,Europe,ARM,Armenia,LTA Bayan Lepas,Pulau_Pinang,1,0,1
2021,Europe,AUT,Austria,LTA Sultan Ismail,Kelantan,1,1,0
2021,Europe,BEL,Belgium,Gelang Patah,Johor,1,1,0
2021,Europe,BEL,Belgium,LTA Langkawi,Kedah,1,1,0
2021,Europe,BIH,Bosnia and Herzegovina,LTA Kuching,Sarawak,1,1,0
2021,Europe,BIH,Bosnia and Herzegovina,Pelabuhan Klang Barat - SCT,Selangor,1,0,1
2021,Europe,BLR,Belarus,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2021,Europe,CHE,Switzerland,Gelang Patah,Johor,1,0,1
2021,Europe,CHE,Switzerland,LTA Langkawi,Kedah,1,1,0
2021,Europe,CZE,Czech Republic,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2021,Europe,CZE,Czech Republic,LTA Subang Terminal 3,Selangor,1,0,1
2021,Europe,DEU,Germany,LTA Ipoh,Perak,1,1,0
2021,Europe,DEU,Germany,LTA Kota Kinabalu,Sabah,1,1,0
2021,Europe,DEU,Germany,Pelabuhan Klang Barat - KMT,Selangor,1,1,0
2021,Europe,DEU,Germany,Pelabuhan Klang Barat - SCT,Selangor,1,1,0
2021,Europe,DNK,Denmark,LTA Langkawi,Kedah,1,1,0
2021,Europe,DNK,Denmark,Pasir Gudang,Johor,1,1,0
2021,Europe,ESP,Spain,LTA Kota Kinabalu,Sabah,1,1,0
2021,Europe,EST,Estonia,Jeti Kuah Langkawi,Kedah,1,1,0
2021,Europe,FIN,Finland,LTA Bayan Lepas,Pulau_Pinang,1,1,0
2021,Europe,FRA,France,Gelang Patah,Johor,1,1,0
2021,Europe,FRA,France,Stulang Laut,Johor,1,1,0
2021,Europe,GBR,United Kingdom,LT Miri,Sarawak,1,1,0
2021,Europe,GBR,United Kingdom,LTA Subang Terminal 3,Selangor,1,1,0
2021,Europe,GBR,United Kingdom,Lumut,Perak,1,0,1
2021,Europe,GEO,Georgia,Pelabuhan Klang Barat - KMT,Selangor,1,1,0
2021,Europe,HRV,Croatia,LTA Kuala Lumpur Terminal 2,Selangor,1,0,1
2021,Europe,HRV,Croatia,LTA Kuching,Sarawak,1,1,0
2021,Europe,HRV,Croatia,Tanjung Pengelih,Johor,1,1,0
2021,Europe,IRL,Ireland,Bangunan Sultan Iskandar,Johor,1,1,0
