country,country_label,poe,state,total_arrivals
SWE,Sweden,LTA Langkawi,Kedah,1111
SWE,Sweden,LTA Subang Terminal 3,Selangor,148
SWE,Sweden,LTA Sultan Ismail,Kelantan,8
SWE,Sweden,LTA Sultan Ismail Senai,Johor,38
SWE,Sweden,Lubok Antu,Sarawak,2
SWE,Sweden,Lumut,Perak,1
SWE,Sweden,Padang Besar,Perlis,256
SWE,Sweden,Pandaruan,Sarawak,13
SWE,Sweden,Pasir Gudang,Johor,7
SWE,Sweden,Pejabat Imigresen Desaru Coast,Johor,33
SWE,Sweden,Pelabuhan Klang Barat - KMT,Selangor,19
SWE,Sweden,Pelabuhan Klang Barat - SCT,Selangor,45
SWE,Sweden,Pelabuhan Klang Utara,Selangor,2
SWE,Sweden,Pelabuhan Kuantan,Pahang,1
SWE,Sweden,Pelabuhan Melaka,Melaka,4
SWE,Sweden,Pelabuhan Tanjung Pelepas,Johor,5
SWE,Sweden,Pengkalan Hulu (Bukit Berapit),Perak,27
SWE,Sweden,Pengkalan Kubur,Kelantan,15
SWE,Sweden,Pos Imigresen Bukit Bunga,Kelantan,1
SWE,Sweden,Pos Imigresen Mengkalap,Sarawak,39
SWE,Sweden,Rantau Panjang,Kelantan,141
SWE,Sweden,Roro Labuan,Labuan,2
SWE,Sweden,Stulang Laut,Johor,15
SWE,Sweden,Sungai Tujuh,Sarawak,101
SWE,Sweden,Tanjung Belungkor,Johor,2
SWE,Sweden,Tanjung Pengelih,Johor,2
SWE,Sweden,Tebedu,Sarawak,2
SWE,Sweden,Tedungan,Sarawak,28
SWE,Sweden,Telaga Harbour Park,Kedah,1926
SWE,Sweden,Terminal Feri Puteri Harbour,Johor,15
SWE,Sweden,Wang Kelian,Perlis,84
SWE,Sweden,Woodlands Train Checkpoint,Singapore,131
SWZ,Swaziland,Bangunan Sultan Iskandar,Johor,10
SWZ,Swaziland,Gelang Patah,Johor,10
SWZ,Swaziland,LTA Bayan Lepas,Pulau_Pinang,1
SWZ,Swaziland,LTA Kota Kinabalu,Sabah,1
SWZ,Swaziland,LTA Kuala Lumpur Terminal 1,Selangor,329
SWZ,Swaziland,LTA Kuala Lumpur Terminal 2,Selangor,27
SWZ,Swaziland,LTA Langkawi,Kedah,1
SWZ,Swaziland,Woodlands Train Checkpoint,Singapore,1
SYC,Seychelles,Bangunan Sultan Iskandar,Johor,31
SYC,Seychelles,Biawak,Sarawak,1
SYC,Seychelles,Gelang Patah,Johor,63
SYC,Seychelles,Jeti Kuah Langkawi,Kedah,1
SYC,Seychelles,Jeti Pasir Gudang,Johor,1
SYC,Seychelles,LT Bintulu,Sarawak,1
SYC,Seychelles,LT Miri,Sarawak,1
SYC,Seychelles,LT Sibu,Sarawak,2
SYC,Seychelles,LT Tawau,Sabah,1
SYC,Seychelles,LTA Bayan Lepas,Pulau_Pinang,12
SYC,Seychelles,LTA Kota Kinabalu,Sabah,1
SYC,Seychelles,LTA Kuala Lumpur Terminal 1,Selangor,1419
SYC,Seychelles,LTA Kuala Lumpur Terminal 2,Selangor,165
SYC,Seychelles,LTA Kuching,Sarawak,5
SYC,Seychelles,LTA Langkawi,Kedah,1
SYC,Seychelles,LTA Subang Terminal 3,Selangor,2
SYC,Seychelles,Stulang Laut,Johor,1
SYC,Seychelles,Sungai Tujuh,Sarawak,7
SYC,Seychelles,Tebedu,Sarawak,1
SYC,Seychelles,Tedungan,Sarawak,1
SYC,Seychelles,Telaga Harbour Park,Kedah,1
SYC,Seychelles,Woodlands Train Checkpoint,Singapore,1
SYR,Syrian Arab Republic,Bangunan Sultan Iskandar,Johor,168
SYR,Syrian Arab Republic,Bukit Kayu Hitam,Kedah,15
SYR,Syrian Arab Republic,Dermaga Labuan,Labuan,4
SYR,Syrian Arab Republic,Gelang Patah,Johor,69
SYR,Syrian Arab Republic,Jeti Kuah Langkawi,Kedah,2
SYR,Syrian Arab Republic,LT Bintulu,Sarawak,1
SYR,Syrian Arab Republic,LT Tawau,Sabah,1
SYR,Syrian Arab Republic,LTA Bayan Lepas,Pulau_Pinang,44
SYR,Syrian Arab Republic,LTA Kota Kinabalu,Sabah,9
SYR,Syrian Arab Republic,LTA Kuala Lumpur Terminal 1,Selangor,13508
SYR,Syrian Arab Republic,LTA Kuala Lumpur Terminal 2,Selangor,1483
SYR,Syrian Arab Republic,LTA Kuching,Sarawak,16
SYR,Syrian Arab Republic,LTA Langkawi,Kedah,14
SYR,Syrian Arab Republic,LTA Subang Terminal 3,Selangor,13
SYR,Syrian Arab Republic,LTA Sultan Ismail Senai,Johor,4
SYR,Syrian Arab Republic,Padang Besar,Perlis,7
SYR,Syrian Arab Republic,Pasir Gudang,Johor,6
SYR,Syrian Arab Republic,Pelabuhan Klang Barat - KMT,Selangor,15
SYR,Syrian Arab Republic,Pelabuhan Klang Barat - SCT,Selangor,2
SYR,Syrian Arab Republic,Pelabuhan Kuantan,Pahang,22
SYR,Syrian Arab Republic,Pos Imigresen Mengkalap,Sarawak,20
SYR,Syrian Arab Republic,Rantau Panjang,Kelantan,1
SYR,Syrian Arab Republic,Stulang Laut,Johor,3
SYR,Syrian Arab Republic,Sungai Tujuh,Sarawak,31
SYR,Syrian Arab Republic,Tanjung Pengelih,Johor,1
SYR,Syrian Arab Republic,Tedungan,Sarawak,3
SYR,Syrian Arab Republic,Terminal Feri Puteri Harbour,Johor,1
SYR,Syrian Arab Republic,Woodlands Train Checkpoint,Singapore,10
TCA,Turks and Caicos Islands,Padang Besar,Perlis,1
TCD,Chad,Bangunan Sultan Iskandar,Johor,28
TCD,Chad,Gelang Patah,Johor,21
TCD,Chad,LTA Kuala Lumpur Terminal 1,Selangor,413
TCD,Chad,LTA Kuala Lumpur Terminal 2,Selangor,68
TCD,Chad,LTA Langkawi,Kedah,3
TCD,Chad,LTA Subang Terminal 3,Selangor,2
TCD,Chad,Padang Besar,Perlis,3
TGO,Togo,Bangunan Sultan Iskandar,Johor,12
TGO,Togo,Gelang Patah,Johor,23
TGO,Togo,LTA Bayan Lepas,Pulau_Pinang,2
TGO,Togo,LTA Ipoh,Perak,3
TGO,Togo,LTA Kuala Lumpur Terminal 1,Selangor,119
TGO,Togo,LTA Kuala Lumpur Terminal 2,Selangor,30
THA,Thailand,Bangunan Sultan Iskandar,Johor,68613
THA,Thailand,Biawak,Sarawak,15
THA,Thailand,Bukit Kayu Hitam,Kedah,1486944
THA,Thailand,Dermaga Kota Kinabalu,Sabah,17
THA,Thailand,Dermaga Labuan,Labuan,117
THA,Thailand,Dermaga Sandakan,Sabah,14
THA,Thailand,Dermaga Tawau,Sabah,4
THA,Thailand,Gelang Patah,Johor,35502
THA,Thailand,ICQ Durian Burung,Kedah,74556
THA,Thailand,ICQS Kudat,Sabah,1
THA,Thailand,Jeti Kuah Langkawi,Kedah,36536
THA,Thailand,Jeti Kuala Perlis,Perlis,589
THA,Thailand,Jeti Kukup,Johor,72
THA,Thailand,Jeti Pasir Gudang,Johor,27
THA,Thailand,Jeti Port Dickson,Negeri_Sembilan,23
THA,Thailand,Jeti Tioman,Pahang,249
THA,Thailand,LT Batu Berendam,Melaka,1
THA,Thailand,LT Bintulu,Sarawak,51
THA,Thailand,LT Miri,Sarawak,126
THA,Thailand,LT Sandakan,Sabah,15
THA,Thailand,LT Sibu,Sarawak,15
THA,Thailand,LT Tawau,Sabah,70
THA,Thailand,LTA Bayan Lepas,Pulau_Pinang,40076
THA,Thailand,LTA Ipoh,Perak,238
THA,Thailand,LTA Kota Kinabalu,Sabah,1851
THA,Thailand,LTA Kuala Lumpur Terminal 1,Selangor,90197
THA,Thailand,LTA Kuala Lumpur Terminal 2,Selangor,156900
THA,Thailand,LTA Kuala Terengganu,Terengganu,17
THA,Thailand,LTA Kuantan,Pahang,19
THA,Thailand,LTA Kuching,Sarawak,468
THA,Thailand,LTA Langkawi,Kedah,350
THA,Thailand,LTA Subang Terminal 3,Selangor,439
THA,Thailand,LTA Sultan Ismail,Kelantan,26
THA,Thailand,LTA Sultan Ismail Senai,Johor,15946
THA,Thailand,Lubok Antu,Sarawak,22
THA,Thailand,Lumut,Perak,2
THA,Thailand,Padang Besar,Perlis,1150059
THA,Thailand,Pandaruan,Sarawak,271
THA,Thailand,Pasir Gudang,Johor,117
THA,Thailand,Pejabat Imigresen Desaru Coast,Johor,61
THA,Thailand,Pejabat Imigresen Port Swettenham,Selangor,19
THA,Thailand,Pelabuhan Kemaman,Terengganu,8
THA,Thailand,Pelabuhan Klang Barat - KMT,Selangor,402
THA,Thailand,Pelabuhan Klang Barat - SCT,Selangor,1150
THA,Thailand,Pelabuhan Klang Selatan - Jeti,Selangor,14
THA,Thailand,Pelabuhan Klang Utara,Selangor,90
THA,Thailand,Pelabuhan Kuantan,Pahang,11
THA,Thailand,Pelabuhan Melaka,Melaka,182
THA,Thailand,Pelabuhan Tanjung Pelepas,Johor,66
THA,Thailand,Pengkalan Hulu (Bukit Berapit),Perak,196815
THA,Thailand,Pengkalan Kubur,Kelantan,116538
THA,Thailand,Pos Imigresen Bukit Bunga,Kelantan,183970
THA,Thailand,Pos Imigresen Mengkalap,Sarawak,447
THA,Thailand,Pos Kawalan Imigresen Muar,Johor,26
THA,Thailand,Rantau Panjang,Kelantan,462304
THA,Thailand,Roro Labuan,Labuan,22
THA,Thailand,Sindumin,Sabah,1
THA,Thailand,Stulang Laut,Johor,375
THA,Thailand,Sungai Tujuh,Sarawak,3657
THA,Thailand,Tanjung Belungkor,Johor,8
THA,Thailand,Tanjung Lembung,Kedah,1
THA,Thailand,Tanjung Pengelih,Johor,72
THA,Thailand,Tebedu,Sarawak,31
THA,Thailand,Tedungan,Sarawak,1702
THA,Thailand,Telaga Harbour Park,Kedah,992
THA,Thailand,Terminal Feri Puteri Harbour,Johor,163
THA,Thailand,Wang Kelian,Perlis,105298
THA,Thailand,Woodlands Train Checkpoint,Singapore,2092
TJK,Tajikistan,Bangunan Sultan Iskandar,Johor,18
TJK,Tajikistan,Bukit Kayu Hitam,Kedah,14
TJK,Tajikistan,Gelang Patah,Johor,32
TJK,Tajikistan,LTA Bayan Lepas,Pulau_Pinang,14
TJK,Tajikistan,LTA Kota Kinabalu,Sabah,12
TJK,Tajikistan,LTA Kuala Lumpur Terminal 1,Selangor,1704
TJK,Tajikistan,LTA Kuala Lumpur Terminal 2,Selangor,510
TJK,Tajikistan,LTA Langkawi,Kedah,3
TJK,Tajikistan,LTA Subang Terminal 3,Selangor,2
TJK,Tajikistan,Padang Besar,Perlis,3
TJK,Tajikistan,Terminal Feri Puteri Harbour,Johor,3
TKL,Tokelau,LTA Kuala Lumpur Terminal 2,Selangor,2
TKM,Turkmenistan,Bangunan Sultan Iskandar,Johor,20
TKM,Turkmenistan,Bukit Kayu Hitam,Kedah,13
TKM,Turkmenistan,Gelang Patah,Johor,14
TKM,Turkmenistan,LT Tawau,Sabah,1
TKM,Turkmenistan,LTA Bayan Lepas,Pulau_Pinang,7
TKM,Turkmenistan,LTA Kota Kinabalu,Sabah,8
TKM,Turkmenistan,LTA Kuala Lumpur Terminal 1,Selangor,1506
TKM,Turkmenistan,LTA Kuala Lumpur Terminal 2,Selangor,553
TKM,Turkmenistan,LTA Langkawi,Kedah,2
TKM,Turkmenistan,LTA Subang Terminal 3,Selangor,1
TKM,Turkmenistan,LTA Sultan Ismail Senai,Johor,1
TKM,Turkmenistan,Padang Besar,Perlis,1
TKM,Turkmenistan,Pos Imigresen Mengkalap,Sarawak,1
TKM,Turkmenistan,Rantau Panjang,Kelantan,1
TKM,Turkmenistan,Stulang Laut,Johor,2
TKM,Turkmenistan,Sungai Tujuh,Sarawak,12
TKM,Turkmenistan,Woodlands Train Checkpoint,Singapore,1
TLS,Timor-Leste,Bangunan Sultan Iskandar,Johor,31
TLS,Timor-Leste,Biawak,Sarawak,1
TLS,Timor-Leste,Bukit Kayu Hitam,Kedah,12
TLS,Timor-Leste,Dermaga Tawau,Sabah,7
TLS,Timor-Leste,Gelang Patah,Johor,43
TLS,Timor-Leste,Jeti Pasir Gudang,Johor,57
TLS,Timor-Leste,LT Miri,Sarawak,1
TLS,Timor-Leste,LTA Bayan Lepas,Pulau_Pinang,115
TLS,Timor-Leste,LTA Kota Kinabalu,Sabah,7
TLS,Timor-Leste,LTA Kuala Lumpur Terminal 1,Selangor,3293
TLS,Timor-Leste,LTA Kuala Lumpur Terminal 2,Selangor,1205
TLS,Timor-Leste,LTA Kuching,Sarawak,6
TLS,Timor-Leste,LTA Subang Terminal 3,Selangor,8
TLS,Timor-Leste,LTA Sultan Ismail Senai,Johor,1
TLS,Timor-Leste,Padang Besar,Perlis,1
TLS,Timor-Leste,Pelabuhan Klang Barat - SCT,Selangor,8
TLS,Timor-Leste,Pos Imigresen Mengkalap,Sarawak,1
TLS,Timor-Leste,Stulang Laut,Johor,51
TLS,Timor-Leste,Sungai Tujuh,Sarawak,23
TLS,Timor-Leste,Tanjung Pengelih,Johor,2
TLS,Timor-Leste,Tebedu,Sarawak,7
TLS,Timor-Leste,Tedungan,Sarawak,6
TLS,Timor-Leste,Terminal Feri Puteri Harbour,Johor,2
TON,Tonga,Bangunan Sultan Iskandar,Johor,3
TON,Tonga,Gelang Patah,Johor,2
TON,Tonga,LTA Bayan Lepas,Pulau_Pinang,35
TON,Tonga,LTA Kuala Lumpur Terminal 1,Selangor,121
TON,Tonga,LTA Kuala Lumpur Terminal 2,Selangor,99
TON,Tonga,LTA Kuching,Sarawak,1
TON,Tonga,LTA Subang Terminal 3,Selangor,4
TON,Tonga,LTA Sultan Ismail Senai,Johor,6
TTO,Trinidad and Tobago,Bangunan Sultan Iskandar,Johor,68
TTO,Trinidad and Tobago,Gelang Patah,Johor,57
TTO,Trinidad and Tobago,LT Miri,Sarawak,3
TTO,Trinidad and Tobago,LTA Bayan Lepas,Pulau_Pinang,22
TTO,Trinidad and Tobago,LTA Kota Kinabalu,Sabah,6
TTO,Trinidad and Tobago,LTA Kuala Lumpur Terminal 1,Selangor,451
TTO,Trinidad and Tobago,LTA Kuala Lumpur Terminal 2,Selangor,213
TTO,Trinidad and Tobago,LTA Kuantan,Pahang,2
TTO,Trinidad and Tobago,LTA Kuching,Sarawak,1
TTO,Trinidad and Tobago,LTA Langkawi,Kedah,9
TTO,Trinidad and Tobago,LTA Subang Terminal 3,Selangor,10
TTO,Trinidad and Tobago,LTA Sultan Ismail Senai,Johor,1
TTO,Trinidad and Tobago,Pasir Gudang,Johor,1
TTO,Trinidad and Tobago,Pejabat Imigresen Desaru Coast,Johor,1
TTO,Trinidad and Tobago,Sungai Tujuh,Sarawak,27
TTO,Trinidad and Tobago,Tedungan,Sarawak,1
TUN,Tunisia,Bangunan Sultan Iskandar,Johor,147
TUN,Tunisia,Bukit Kayu Hitam,Kedah,21
TUN,Tunisia,Dermaga Labuan,Labuan,2
TUN,Tunisia,Dermaga Sandakan,Sabah,1
TUN,Tunisia,Dermaga Tawau,Sabah,2
TUN,Tunisia,Gelang Patah,Johor,86
TUN,Tunisia,Jeti Kuah Langkawi,Kedah,12
TUN,Tunisia,Jeti Pasir Gudang,Johor,1
TUN,Tunisia,LTA Bayan Lepas,Pulau_Pinang,71
TUN,Tunisia,LTA Ipoh,Perak,2
TUN,Tunisia,LTA Kota Kinabalu,Sabah,18
TUN,Tunisia,LTA Kuala Lumpur Terminal 1,Selangor,9760
TUN,Tunisia,LTA Kuala Lumpur Terminal 2,Selangor,3226
TUN,Tunisia,LTA Kuching,Sarawak,2
TUN,Tunisia,LTA Langkawi,Kedah,48
TUN,Tunisia,LTA Subang Terminal 3,Selangor,8
TUN,Tunisia,LTA Sultan Ismail Senai,Johor,10
TUN,Tunisia,Padang Besar,Perlis,8
TUN,Tunisia,Pelabuhan Klang Utara,Selangor,1
TUN,Tunisia,Pelabuhan Melaka,Melaka,4
TUN,Tunisia,Rantau Panjang,Kelantan,10
TUN,Tunisia,Stulang Laut,Johor,2
TUN,Tunisia,Sungai Tujuh,Sarawak,6
TUN,Tunisia,Tebedu,Sarawak,5
TUN,Tunisia,Tedungan,Sarawak,7
TUN,Tunisia,Telaga Harbour Park,Kedah,5
TUN,Tunisia,Terminal Feri Puteri Harbour,Johor,1
TUN,Tunisia,Woodlands Train Checkpoint,Singapore,8
TUR,Turkey,Bangunan Sultan Iskandar,Johor,5688
TUR,Turkey,Biawak,Sarawak,4
TUR,Turkey,Bukit Kayu Hitam,Kedah,782
TUR,Turkey,Dermaga Kota Kinabalu,Sabah,2
TUR,Turkey,Dermaga Labuan,Labuan,6
TUR,Turkey,Dermaga Tawau,Sabah,6
TUR,Turkey,Gelang Patah,Johor,4458
TUR,Turkey,ICQ Durian Burung,Kedah,2
TUR,Turkey,Jeti Kuah Langkawi,Kedah,184
TUR,Turkey,Jeti Pasir Gudang,Johor,12
TUR,Turkey,Jeti Port Dickson,Negeri_Sembilan,14
TUR,Turkey,Jeti Tioman,Pahang,6
TUR,Turkey,LT Bintulu,Sarawak,14
TUR,Turkey,LT Miri,Sarawak,36
TUR,Turkey,LT Sibu,Sarawak,8
TUR,Turkey,LT Tawau,Sabah,18
TUR,Turkey,LTA Bayan Lepas,Pulau_Pinang,1148
TUR,Turkey,LTA Ipoh,Perak,50
TUR,Turkey,LTA Kota Kinabalu,Sabah,246
TUR,Turkey,LTA Kuala Lumpur Terminal 1,Selangor,36498
TUR,Turkey,LTA Kuala Lumpur Terminal 2,Selangor,12910
TUR,Turkey,LTA Kuantan,Pahang,10
TUR,Turkey,LTA Kuching,Sarawak,92
TUR,Turkey,LTA Langkawi,Kedah,492
TUR,Turkey,LTA Subang Terminal 3,Selangor,222
TUR,Turkey,LTA Sultan Ismail,Kelantan,2
TUR,Turkey,LTA Sultan Ismail Senai,Johor,150
TUR,Turkey,Lubok Antu,Sarawak,2
TUR,Turkey,Merapok,Sabah,2
TUR,Turkey,Padang Besar,Perlis,514
TUR,Turkey,Pandaruan,Sarawak,18
TUR,Turkey,Pasir Gudang,Johor,4
TUR,Turkey,Pejabat Imigresen Desaru Coast,Johor,40
TUR,Turkey,Pejabat Imigresen Port Swettenham,Selangor,4
TUR,Turkey,Pelabuhan Klang Barat - KMT,Selangor,676
TUR,Turkey,Pelabuhan Klang Barat - SCT,Selangor,384
TUR,Turkey,Pelabuhan Klang Utara,Selangor,20
TUR,Turkey,Pelabuhan Kuantan,Pahang,4
TUR,Turkey,Pelabuhan Melaka,Melaka,16
TUR,Turkey,Pelabuhan Tanjung Pelepas,Johor,326
TUR,Turkey,Pengkalan Hulu (Bukit Berapit),Perak,6
TUR,Turkey,Pengkalan Kubur,Kelantan,16
TUR,Turkey,Pos Imigresen Bukit Bunga,Kelantan,4
TUR,Turkey,Pos Imigresen Mengkalap,Sarawak,138
TUR,Turkey,Rantau Panjang,Kelantan,90
TUR,Turkey,Roro Labuan,Labuan,4
TUR,Turkey,Stulang Laut,Johor,84
TUR,Turkey,Sungai Tujuh,Sarawak,430
TUR,Turkey,Tanjung Pengelih,Johor,8
TUR,Turkey,Tebedu,Sarawak,8
TUR,Turkey,Tedungan,Sarawak,26
TUR,Turkey,Telaga Harbour Park,Kedah,162
TUR,Turkey,Terminal Feri Puteri Harbour,Johor,20
TUR,Turkey,Wang Kelian,Perlis,138
TUR,Turkey,Woodlands Train Checkpoint,Singapore,136
TUV,Tuvalu,LTA Kuala Lumpur Terminal 1,Selangor,4
TUV,Tuvalu,LTA Kuala Lumpur Terminal 2,Selangor,1
TWN,Taiwan,Bangunan Sultan Iskandar,Johor,64176
TWN,Taiwan,Biawak,Sarawak,724
TWN,Taiwan,Bukit Kayu Hitam,Kedah,1282
TWN,Taiwan,Dermaga Kota Kinabalu,Sabah,5
TWN,Taiwan,Dermaga Labuan,Labuan,124
TWN,Taiwan,Dermaga Tawau,Sabah,18
TWN,Taiwan,Gelang Patah,Johor,36679
TWN,Taiwan,ICQ Durian Burung,Kedah,3
TWN,Taiwan,Jeti Kuah Langkawi,Kedah,101
TWN,Taiwan,Jeti Pasir Gudang,Johor,12
TWN,Taiwan,Jeti Port Dickson,Negeri_Sembilan,3
TWN,Taiwan,Jeti Tioman,Pahang,8
TWN,Taiwan,LT Bintulu,Sarawak,21
TWN,Taiwan,LT Miri,Sarawak,287
TWN,Taiwan,LT Sandakan,Sabah,277
TWN,Taiwan,LT Sibu,Sarawak,58
TWN,Taiwan,LT Tawau,Sabah,56
TWN,Taiwan,LTA Bayan Lepas,Pulau_Pinang,55745
TWN,Taiwan,LTA Ipoh,Perak,624
TWN,Taiwan,LTA Kota Kinabalu,Sabah,17596
TWN,Taiwan,LTA Kuala Lumpur Terminal 1,Selangor,176425
TWN,Taiwan,LTA Kuala Lumpur Terminal 2,Selangor,53978
TWN,Taiwan,LTA Kuantan,Pahang,379
TWN,Taiwan,LTA Kuching,Sarawak,1762
TWN,Taiwan,LTA Langkawi,Kedah,1051
TWN,Taiwan,LTA Subang Terminal 3,Selangor,396
TWN,Taiwan,LTA Sultan Ismail,Kelantan,5
TWN,Taiwan,LTA Sultan Ismail Senai,Johor,531
TWN,Taiwan,Lubok Antu,Sarawak,3
TWN,Taiwan,Padang Besar,Perlis,298
TWN,Taiwan,Pandaruan,Sarawak,132
TWN,Taiwan,Pasir Gudang,Johor,11
TWN,Taiwan,Pejabat Imigresen Desaru Coast,Johor,146
TWN,Taiwan,Pejabat Imigresen Port Swettenham,Selangor,1
TWN,Taiwan,Pelabuhan Klang Barat - KMT,Selangor,289
TWN,Taiwan,Pelabuhan Klang Barat - SCT,Selangor,810
TWN,Taiwan,Pelabuhan Klang Utara,Selangor,52
TWN,Taiwan,Pelabuhan Kuantan,Pahang,1
TWN,Taiwan,Pelabuhan Melaka,Melaka,72
TWN,Taiwan,Pelabuhan Tanjung Pelepas,Johor,8
TWN,Taiwan,Pengkalan Hulu (Bukit Berapit),Perak,296
TWN,Taiwan,Pengkalan Kubur,Kelantan,2
TWN,Taiwan,Pos Imigresen Mengkalap,Sarawak,262
TWN,Taiwan,Pos Kawalan Imigresen Muar,Johor,15
TWN,Taiwan,Rantau Panjang,Kelantan,24
TWN,Taiwan,Roro Labuan,Labuan,14
TWN,Taiwan,Stulang Laut,Johor,230
TWN,Taiwan,Sungai Tujuh,Sarawak,1446
TWN,Taiwan,Tanjung Belungkor,Johor,48
TWN,Taiwan,Tanjung Pengelih,Johor,46
TWN,Taiwan,Tebedu,Sarawak,343
TWN,Taiwan,Tedungan,Sarawak,360
TWN,Taiwan,Telaga Harbour Park,Kedah,105
TWN,Taiwan,Terminal Feri Puteri Harbour,Johor,87
TWN,Taiwan,Wang Kelian,Perlis,34
TWN,Taiwan,Woodlands Train Checkpoint,Singapore,2465
TZA,Tanzania,Bangunan Sultan Iskandar,Johor,188
TZA,Tanzania,Bukit Kayu Hitam,Kedah,3
TZA,Tanzania,Gelang Patah,Johor,193
TZA,Tanzania,LTA Bayan Lepas,Pulau_Pinang,6
TZA,Tanzania,LTA Ipoh,Perak,1
TZA,Tanzania,LTA Kota Kinabalu,Sabah,9
TZA,Tanzania,LTA Kuala Lumpur Terminal 1,Selangor,3272
TZA,Tanzania,LTA Kuala Lumpur Terminal 2,Selangor,447
TZA,Tanzania,LTA Kuching,Sarawak,1
TZA,Tanzania,LTA Langkawi,Kedah,9
TZA,Tanzania,LTA Subang Terminal 3,Selangor,1
TZA,Tanzania,Pelabuhan Klang Barat - SCT,Selangor,2
TZA,Tanzania,Pelabuhan Tanjung Pelepas,Johor,16
TZA,Tanzania,Pengkalan Hulu (Bukit Berapit),Perak,2
TZA,Tanzania,Pos Imigresen Mengkalap,Sarawak,4
TZA,Tanzania,Sungai Tujuh,Sarawak,3
TZA,Tanzania,Tedungan,Sarawak,38
TZA,Tanzania,Wang Kelian,Perlis,2
TZA,Tanzania,Woodlands Train Checkpoint,Singapore,3
UGA,Uganda,Bangunan Sultan Iskandar,Johor,149
UGA,Uganda,Bukit Kayu Hitam,Kedah,20
UGA,Uganda,Gelang Patah,Johor,169
UGA,Uganda,LTA Bayan Lepas,Pulau_Pinang,25
UGA,Uganda,LTA Ipoh,Perak,2
UGA,Uganda,LTA Kota Kinabalu,Sabah,8
UGA,Uganda,LTA Kuala Lumpur Terminal 1,Selangor,1825
UGA,Uganda,LTA Kuala Lumpur Terminal 2,Selangor,252
UGA,Uganda,LTA Kuching,Sarawak,1
UGA,Uganda,LTA Langkawi,Kedah,4
UGA,Uganda,Padang Besar,Perlis,12
UGA,Uganda,Pejabat Imigresen Desaru Coast,Johor,1
UGA,Uganda,Pelabuhan Klang Barat - KMT,Selangor,6
UGA,Uganda,Pelabuhan Klang Barat - SCT,Selangor,9
UGA,Uganda,Stulang Laut,Johor,2
UGA,Uganda,Sungai Tujuh,Sarawak,3
UKR,Ukraine,Bangunan Sultan Iskandar,Johor,617
UKR,Ukraine,Biawak,Sarawak,7
UKR,Ukraine,Bukit Kayu Hitam,Kedah,505
UKR,Ukraine,Dermaga Kota Kinabalu,Sabah,1
UKR,Ukraine,Dermaga Labuan,Labuan,28
UKR,Ukraine,Dermaga Tawau,Sabah,3
UKR,Ukraine,Gelang Patah,Johor,752
UKR,Ukraine,Jeti Kuah Langkawi,Kedah,183
UKR,Ukraine,Jeti Pasir Gudang,Johor,3
UKR,Ukraine,Jeti Port Dickson,Negeri_Sembilan,1
UKR,Ukraine,Jeti Tioman,Pahang,3
UKR,Ukraine,LT Batu Berendam,Melaka,39
UKR,Ukraine,LT Bintulu,Sarawak,6
UKR,Ukraine,LT Miri,Sarawak,9
UKR,Ukraine,LT Sandakan,Sabah,3
UKR,Ukraine,LT Tawau,Sabah,1
UKR,Ukraine,LTA Bayan Lepas,Pulau_Pinang,531
UKR,Ukraine,LTA Ipoh,Perak,13
UKR,Ukraine,LTA Kota Kinabalu,Sabah,153
UKR,Ukraine,LTA Kuala Lumpur Terminal 1,Selangor,10722
UKR,Ukraine,LTA Kuala Lumpur Terminal 2,Selangor,10177
UKR,Ukraine,LTA Kuantan,Pahang,8
UKR,Ukraine,LTA Kuching,Sarawak,33
UKR,Ukraine,LTA Langkawi,Kedah,586
UKR,Ukraine,LTA Subang Terminal 3,Selangor,36
UKR,Ukraine,LTA Sultan Ismail,Kelantan,2
UKR,Ukraine,LTA Sultan Ismail Senai,Johor,197
UKR,Ukraine,Padang Besar,Perlis,128
UKR,Ukraine,Pandaruan,Sarawak,10
UKR,Ukraine,Pasir Gudang,Johor,63
UKR,Ukraine,Pejabat Imigresen Desaru Coast,Johor,1
UKR,Ukraine,Pejabat Imigresen Port Swettenham,Selangor,4
UKR,Ukraine,Pelabuhan Klang Barat - KMT,Selangor,31
UKR,Ukraine,Pelabuhan Klang Barat - SCT,Selangor,20
UKR,Ukraine,Pelabuhan Klang Utara,Selangor,15
UKR,Ukraine,Pelabuhan Kuantan,Pahang,34
UKR,Ukraine,Pelabuhan Melaka,Melaka,1
UKR,Ukraine,Pelabuhan Tanjung Pelepas,Johor,692
UKR,Ukraine,Pengkalan Hulu (Bukit Berapit),Perak,8
UKR,Ukraine,Pengkalan Kubur,Kelantan,12
UKR,Ukraine,Pos Imigresen Mengkalap,Sarawak,16
UKR,Ukraine,Rantau Panjang,Kelantan,78
UKR,Ukraine,Roro Labuan,Labuan,3
UKR,Ukraine,Stulang Laut,Johor,10
UKR,Ukraine,Sungai Tujuh,Sarawak,32
UKR,Ukraine,Tanjung Lembung,Kedah,1
UKR,Ukraine,Tanjung Pengelih,Johor,2
UKR,Ukraine,Tebedu,Sarawak,1
UKR,Ukraine,Tedungan,Sarawak,8
UKR,Ukraine,Telaga Harbour Park,Kedah,262
UKR,Ukraine,Terminal Feri Puteri Harbour,Johor,9
UKR,Ukraine,Wang Kelian,Perlis,141
UKR,Ukraine,Woodlands Train Checkpoint,Singapore,18
