country,country_label,poe,state,total_arrivals
KHM,Cambodia,Pengkalan Kubur,Kelantan,9798
KHM,Cambodia,Pos Imigresen Bukit Bunga,Kelantan,2
KHM,Cambodia,Pos Imigresen Mengkalap,Sarawak,4
KHM,Cambodia,Pos Kawalan Imigresen Muar,Johor,1
KHM,Cambodia,Rantau Panjang,Kelantan,3107
KHM,Cambodia,Stulang Laut,Johor,82
KHM,Cambodia,Sungai Tujuh,Sarawak,90
KHM,Cambodia,Tanjung Belungkor,Johor,1
KHM,Cambodia,Tanjung Pengelih,Johor,7
KHM,Cambodia,Tebedu,Sarawak,5
KHM,Cambodia,Tedungan,Sarawak,26
KHM,Cambodia,Telaga Harbour Park,Kedah,4
KHM,Cambodia,Terminal Feri Puteri Harbour,Johor,6
KHM,Cambodia,Wang Kelian,Perlis,3290
KHM,Cambodia,Woodlands Train Checkpoint,Singapore,169
KIR,Kiribati,Bangunan Sultan Iskandar,Johor,4
KIR,Kiribati,Gelang Patah,Johor,2
KIR,Kiribati,LTA Kota Kinabalu,Sabah,1
KIR,Kiribati,LTA Kuala Lumpur Terminal 1,Selangor,71
KIR,Kiribati,LTA Kuala Lumpur Terminal 2,Selangor,2
KIR,Kiribati,Pelabuhan Tanjung Pelepas,Johor,16
KNA,Saint Kitts and Nevis,Bangunan Sultan Iskandar,Johor,228
KNA,Saint Kitts and Nevis,Bukit Kayu Hitam,Kedah,5
KNA,Saint Kitts and Nevis,Dermaga Labuan,Labuan,1
KNA,Saint Kitts and Nevis,Gelang Patah,Johor,227
KNA,Saint Kitts and Nevis,Jeti Kuah Langkawi,Kedah,1
KNA,Saint Kitts and Nevis,LTA Bayan Lepas,Pulau_Pinang,52
KNA,Saint Kitts and Nevis,LTA Kota Kinabalu,Sabah,14
KNA,Saint Kitts and Nevis,LTA Kuala Lumpur Terminal 1,Selangor,904
KNA,Saint Kitts and Nevis,LTA Kuala Lumpur Terminal 2,Selangor,262
KNA,Saint Kitts and Nevis,LTA Langkawi,Kedah,16
KNA,Saint Kitts and Nevis,LTA Subang Terminal 3,Selangor,6
KNA,Saint Kitts and Nevis,Padang Besar,Perlis,1
KNA,Saint Kitts and Nevis,Pejabat Imigresen Desaru Coast,Johor,1
KNA,Saint Kitts and Nevis,Pelabuhan Klang Barat - SCT,Selangor,3
KNA,Saint Kitts and Nevis,Telaga Harbour Park,Kedah,2
KNA,Saint Kitts and Nevis,Terminal Feri Puteri Harbour,Johor,1
KNA,Saint Kitts and Nevis,Woodlands Train Checkpoint,Singapore,1
KOR,Korea,Bangunan Sultan Iskandar,Johor,88252
KOR,Korea,Biawak,Sarawak,30
KOR,Korea,Bukit Kayu Hitam,Kedah,1482
KOR,Korea,Dermaga Bintulu,Sarawak,6
KOR,Korea,Dermaga Kota Kinabalu,Sabah,4
KOR,Korea,Dermaga Labuan,Labuan,102
KOR,Korea,Dermaga Sandakan,Sabah,5
KOR,Korea,Dermaga Tawau,Sabah,23
KOR,Korea,Gelang Patah,Johor,112182
KOR,Korea,ICQ Durian Burung,Kedah,7
KOR,Korea,ICQS Kudat,Sabah,2
KOR,Korea,Jeti Kuah Langkawi,Kedah,490
KOR,Korea,Jeti Pasir Gudang,Johor,47
KOR,Korea,Jeti Port Dickson,Negeri_Sembilan,12
KOR,Korea,Jeti Tioman,Pahang,2
KOR,Korea,Kerteh,Terengganu,1
KOR,Korea,LT Batu Berendam,Melaka,7
KOR,Korea,LT Bintulu,Sarawak,161
KOR,Korea,LT Labuan,Labuan,15
KOR,Korea,LT Miri,Sarawak,124
KOR,Korea,LT Sandakan,Sabah,1
KOR,Korea,LT Sibu,Sarawak,20
KOR,Korea,LT Tawau,Sabah,17
KOR,Korea,LTA Bayan Lepas,Pulau_Pinang,9938
KOR,Korea,LTA Ipoh,Perak,313
KOR,Korea,LTA Kota Kinabalu,Sabah,211206
KOR,Korea,LTA Kuala Lumpur Terminal 1,Selangor,159254
KOR,Korea,LTA Kuala Lumpur Terminal 2,Selangor,113271
KOR,Korea,LTA Kuantan,Pahang,66
KOR,Korea,LTA Kuching,Sarawak,1984
KOR,Korea,LTA Langkawi,Kedah,1322
KOR,Korea,LTA Subang Terminal 3,Selangor,535
KOR,Korea,LTA Sultan Ismail Senai,Johor,10839
KOR,Korea,Lubok Antu,Sarawak,2
KOR,Korea,Lumut,Perak,2
KOR,Korea,Merapok,Sabah,1
KOR,Korea,Padang Besar,Perlis,1242
KOR,Korea,Pandaruan,Sarawak,112
KOR,Korea,Pasir Gudang,Johor,5
KOR,Korea,Pejabat Imigresen Desaru Coast,Johor,218
KOR,Korea,Pejabat Imigresen Port Swettenham,Selangor,4
KOR,Korea,Pelabuhan Klang Barat - KMT,Selangor,560
KOR,Korea,Pelabuhan Klang Barat - SCT,Selangor,845
KOR,Korea,Pelabuhan Klang Utara,Selangor,22
KOR,Korea,Pelabuhan Kuantan,Pahang,3
KOR,Korea,Pelabuhan Melaka,Melaka,48
KOR,Korea,Pelabuhan Tanjung Pelepas,Johor,75
KOR,Korea,Pengkalan Hulu (Bukit Berapit),Perak,90
KOR,Korea,Pengkalan Kubur,Kelantan,4
KOR,Korea,Pos Imigresen Mengkalap,Sarawak,396
KOR,Korea,Rantau Panjang,Kelantan,40
KOR,Korea,Roro Labuan,Labuan,32
KOR,Korea,Stulang Laut,Johor,504
KOR,Korea,Sungai Tujuh,Sarawak,1226
KOR,Korea,Tanjung Belungkor,Johor,22
KOR,Korea,Tanjung Pengelih,Johor,83
KOR,Korea,Tebedu,Sarawak,79
KOR,Korea,Tedungan,Sarawak,626
KOR,Korea,Telaga Harbour Park,Kedah,1176
KOR,Korea,Terminal Feri Puteri Harbour,Johor,412
KOR,Korea,Wang Kelian,Perlis,175
KOR,Korea,Woodlands Train Checkpoint,Singapore,9306
KWT,Kuwait,Bangunan Sultan Iskandar,Johor,417
KWT,Kuwait,Bukit Kayu Hitam,Kedah,27
KWT,Kuwait,Dermaga Labuan,Labuan,1
KWT,Kuwait,Gelang Patah,Johor,713
KWT,Kuwait,Jeti Kuah Langkawi,Kedah,5
KWT,Kuwait,LTA Bayan Lepas,Pulau_Pinang,177
KWT,Kuwait,LTA Ipoh,Perak,1
KWT,Kuwait,LTA Kota Kinabalu,Sabah,4
KWT,Kuwait,LTA Kuala Lumpur Terminal 1,Selangor,15246
KWT,Kuwait,LTA Kuala Lumpur Terminal 2,Selangor,1687
KWT,Kuwait,LTA Kuching,Sarawak,3
KWT,Kuwait,LTA Langkawi,Kedah,192
KWT,Kuwait,LTA Subang Terminal 3,Selangor,33
KWT,Kuwait,LTA Sultan Ismail Senai,Johor,34
KWT,Kuwait,Padang Besar,Perlis,7
KWT,Kuwait,Pelabuhan Klang Barat - KMT,Selangor,24
KWT,Kuwait,Pelabuhan Klang Barat - SCT,Selangor,36
KWT,Kuwait,Pengkalan Hulu (Bukit Berapit),Perak,1
KWT,Kuwait,Pengkalan Kubur,Kelantan,4
KWT,Kuwait,Pos Imigresen Mengkalap,Sarawak,4
KWT,Kuwait,Rantau Panjang,Kelantan,3
KWT,Kuwait,Stulang Laut,Johor,4
KWT,Kuwait,Sungai Tujuh,Sarawak,16
KWT,Kuwait,Telaga Harbour Park,Kedah,1
KWT,Kuwait,Wang Kelian,Perlis,1
KWT,Kuwait,Woodlands Train Checkpoint,Singapore,7
LAO,Lao People's Democratic Republic,Bangunan Sultan Iskandar,Johor,842
LAO,Lao People's Democratic Republic,Biawak,Sarawak,1
LAO,Lao People's Democratic Republic,Bukit Kayu Hitam,Kedah,16200
LAO,Lao People's Democratic Republic,Gelang Patah,Johor,1668
LAO,Lao People's Democratic Republic,ICQ Durian Burung,Kedah,166
LAO,Lao People's Democratic Republic,Jeti Kuah Langkawi,Kedah,48
LAO,Lao People's Democratic Republic,Jeti Kukup,Johor,2
LAO,Lao People's Democratic Republic,Jeti Pasir Gudang,Johor,1
LAO,Lao People's Democratic Republic,LT Batu Berendam,Melaka,1
LAO,Lao People's Democratic Republic,LTA Bayan Lepas,Pulau_Pinang,375
LAO,Lao People's Democratic Republic,LTA Ipoh,Perak,6
LAO,Lao People's Democratic Republic,LTA Kota Kinabalu,Sabah,43
LAO,Lao People's Democratic Republic,LTA Kuala Lumpur Terminal 1,Selangor,2384
LAO,Lao People's Democratic Republic,LTA Kuala Lumpur Terminal 2,Selangor,4671
LAO,Lao People's Democratic Republic,LTA Kuching,Sarawak,14
LAO,Lao People's Democratic Republic,LTA Langkawi,Kedah,10
LAO,Lao People's Democratic Republic,LTA Subang Terminal 3,Selangor,25
LAO,Lao People's Democratic Republic,LTA Sultan Ismail Senai,Johor,166
LAO,Lao People's Democratic Republic,Padang Besar,Perlis,3298
LAO,Lao People's Democratic Republic,Pandaruan,Sarawak,3
LAO,Lao People's Democratic Republic,Pejabat Imigresen Desaru Coast,Johor,2
LAO,Lao People's Democratic Republic,Pelabuhan Klang Barat - KMT,Selangor,1
LAO,Lao People's Democratic Republic,Pelabuhan Klang Barat - SCT,Selangor,11
LAO,Lao People's Democratic Republic,Pelabuhan Klang Utara,Selangor,2
LAO,Lao People's Democratic Republic,Pengkalan Hulu (Bukit Berapit),Perak,404
LAO,Lao People's Democratic Republic,Pengkalan Kubur,Kelantan,1806
LAO,Lao People's Democratic Republic,Pos Imigresen Bukit Bunga,Kelantan,34
LAO,Lao People's Democratic Republic,Pos Imigresen Mengkalap,Sarawak,6
LAO,Lao People's Democratic Republic,Rantau Panjang,Kelantan,2505
LAO,Lao People's Democratic Republic,Roro Labuan,Labuan,1
LAO,Lao People's Democratic Republic,Stulang Laut,Johor,377
LAO,Lao People's Democratic Republic,Sungai Tujuh,Sarawak,89
LAO,Lao People's Democratic Republic,Tanjung Pengelih,Johor,1
LAO,Lao People's Democratic Republic,Tebedu,Sarawak,5
LAO,Lao People's Democratic Republic,Tedungan,Sarawak,44
LAO,Lao People's Democratic Republic,Telaga Harbour Park,Kedah,3
LAO,Lao People's Democratic Republic,Terminal Feri Puteri Harbour,Johor,1
LAO,Lao People's Democratic Republic,Wang Kelian,Perlis,3413
LAO,Lao People's Democratic Republic,Woodlands Train Checkpoint,Singapore,20
LBN,Lebanon,Bangunan Sultan Iskandar,Johor,164
LBN,Lebanon,Bukit Kayu Hitam,Kedah,1
LBN,Lebanon,Gelang Patah,Johor,118
LBN,Lebanon,Jeti Kuah Langkawi,Kedah,2
LBN,Lebanon,LT Miri,Sarawak,2
LBN,Lebanon,LTA Bayan Lepas,Pulau_Pinang,60
LBN,Lebanon,LTA Kota Kinabalu,Sabah,16
LBN,Lebanon,LTA Kuala Lumpur Terminal 1,Selangor,4193
LBN,Lebanon,LTA Kuala Lumpur Terminal 2,Selangor,796
LBN,Lebanon,LTA Kuantan,Pahang,1
LBN,Lebanon,LTA Kuching,Sarawak,8
LBN,Lebanon,LTA Langkawi,Kedah,49
LBN,Lebanon,LTA Subang Terminal 3,Selangor,7
LBN,Lebanon,LTA Sultan Ismail Senai,Johor,8
LBN,Lebanon,Padang Besar,Perlis,1
LBN,Lebanon,Pasir Gudang,Johor,2
LBN,Lebanon,Pejabat Imigresen Desaru Coast,Johor,1
LBN,Lebanon,Pengkalan Hulu (Bukit Berapit),Perak,2
LBN,Lebanon,Pos Imigresen Mengkalap,Sarawak,1
LBN,Lebanon,Rantau Panjang,Kelantan,1
LBN,Lebanon,Roro Labuan,Labuan,1
LBN,Lebanon,Stulang Laut,Johor,8
LBN,Lebanon,Sungai Tujuh,Sarawak,14
LBN,Lebanon,Tedungan,Sarawak,7
LBN,Lebanon,Terminal Feri Puteri Harbour,Johor,6
LBN,Lebanon,Woodlands Train Checkpoint,Singapore,3
LBR,Liberia,Bangunan Sultan Iskandar,Johor,21
LBR,Liberia,Gelang Patah,Johor,10
LBR,Liberia,LTA Kota Kinabalu,Sabah,1
LBR,Liberia,LTA Kuala Lumpur Terminal 1,Selangor,172
LBR,Liberia,LTA Kuala Lumpur Terminal 2,Selangor,19
LBR,Liberia,LTA Kuching,Sarawak,1
LBR,Liberia,LTA Langkawi,Kedah,2
LBR,Liberia,LTA Sultan Ismail Senai,Johor,1
LBR,Liberia,Sungai Tujuh,Sarawak,1
LBY,Libyan Arab Jamahiriya,Bangunan Sultan Iskandar,Johor,38
LBY,Libyan Arab Jamahiriya,Bukit Kayu Hitam,Kedah,8
LBY,Libyan Arab Jamahiriya,Gelang Patah,Johor,35
LBY,Libyan Arab Jamahiriya,LT Tawau,Sabah,1
LBY,Libyan Arab Jamahiriya,LTA Bayan Lepas,Pulau_Pinang,26
LBY,Libyan Arab Jamahiriya,LTA Kota Kinabalu,Sabah,11
LBY,Libyan Arab Jamahiriya,LTA Kuala Lumpur Terminal 1,Selangor,7929
LBY,Libyan Arab Jamahiriya,LTA Kuala Lumpur Terminal 2,Selangor,1002
LBY,Libyan Arab Jamahiriya,LTA Kuching,Sarawak,2
LBY,Libyan Arab Jamahiriya,LTA Langkawi,Kedah,5
LBY,Libyan Arab Jamahiriya,LTA Subang Terminal 3,Selangor,3
LBY,Libyan Arab Jamahiriya,LTA Sultan Ismail Senai,Johor,2
LBY,Libyan Arab Jamahiriya,Padang Besar,Perlis,2
LBY,Libyan Arab Jamahiriya,Pelabuhan Klang Barat - SCT,Selangor,3
LBY,Libyan Arab Jamahiriya,Pelabuhan Tanjung Pelepas,Johor,3
LBY,Libyan Arab Jamahiriya,Pos Imigresen Mengkalap,Sarawak,5
LBY,Libyan Arab Jamahiriya,Stulang Laut,Johor,2
LBY,Libyan Arab Jamahiriya,Sungai Tujuh,Sarawak,43
LBY,Libyan Arab Jamahiriya,Tedungan,Sarawak,4
LBY,Libyan Arab Jamahiriya,Woodlands Train Checkpoint,Singapore,5
LCA,Saint Lucia,Bangunan Sultan Iskandar,Johor,36
LCA,Saint Lucia,Bukit Kayu Hitam,Kedah,1
LCA,Saint Lucia,Gelang Patah,Johor,95
LCA,Saint Lucia,LTA Bayan Lepas,Pulau_Pinang,11
LCA,Saint Lucia,LTA Kuala Lumpur Terminal 1,Selangor,123
LCA,Saint Lucia,LTA Kuala Lumpur Terminal 2,Selangor,46
LCA,Saint Lucia,LTA Subang Terminal 3,Selangor,2
LCA,Saint Lucia,LTA Sultan Ismail Senai,Johor,2
LCA,Saint Lucia,Pelabuhan Klang Barat - SCT,Selangor,1
LCA,Saint Lucia,Sungai Tujuh,Sarawak,16
LCA,Saint Lucia,Woodlands Train Checkpoint,Singapore,1
LIE,Liechtenstein,Bangunan Sultan Iskandar,Johor,15
LIE,Liechtenstein,Bukit Kayu Hitam,Kedah,2
LIE,Liechtenstein,Gelang Patah,Johor,15
LIE,Liechtenstein,Jeti Kuah Langkawi,Kedah,7
LIE,Liechtenstein,LTA Bayan Lepas,Pulau_Pinang,13
LIE,Liechtenstein,LTA Kota Kinabalu,Sabah,2
LIE,Liechtenstein,LTA Kuala Lumpur Terminal 1,Selangor,69
LIE,Liechtenstein,LTA Kuala Lumpur Terminal 2,Selangor,37
LIE,Liechtenstein,LTA Kuching,Sarawak,2
LIE,Liechtenstein,LTA Langkawi,Kedah,1
LIE,Liechtenstein,LTA Subang Terminal 3,Selangor,2
LIE,Liechtenstein,Padang Besar,Perlis,1
LIE,Liechtenstein,Tanjung Pengelih,Johor,1
LIE,Liechtenstein,Telaga Harbour Park,Kedah,2
LIE,Liechtenstein,Wang Kelian,Perlis,1
LKA,Sri Lanka,Bangunan Sultan Iskandar,Johor,14147
LKA,Sri Lanka,Bukit Kayu Hitam,Kedah,79
LKA,Sri Lanka,Dermaga Labuan,Labuan,13
LKA,Sri Lanka,Dermaga Tawau,Sabah,2
LKA,Sri Lanka,Gelang Patah,Johor,7506
LKA,Sri Lanka,Jeti Kuah Langkawi,Kedah,4
LKA,Sri Lanka,Jeti Kukup,Johor,1
LKA,Sri Lanka,Jeti Pasir Gudang,Johor,4
LKA,Sri Lanka,LT Bintulu,Sarawak,1
LKA,Sri Lanka,LT Miri,Sarawak,14
LKA,Sri Lanka,LT Sandakan,Sabah,1
LKA,Sri Lanka,LT Sibu,Sarawak,3
LKA,Sri Lanka,LT Tawau,Sabah,1
LKA,Sri Lanka,LTA Bayan Lepas,Pulau_Pinang,659
LKA,Sri Lanka,LTA Ipoh,Perak,74
LKA,Sri Lanka,LTA Kota Kinabalu,Sabah,147
LKA,Sri Lanka,LTA Kuala Lumpur Terminal 1,Selangor,53308
LKA,Sri Lanka,LTA Kuala Lumpur Terminal 2,Selangor,22952
LKA,Sri Lanka,LTA Kuantan,Pahang,3
LKA,Sri Lanka,LTA Kuching,Sarawak,111
LKA,Sri Lanka,LTA Langkawi,Kedah,631
LKA,Sri Lanka,LTA Subang Terminal 3,Selangor,56
LKA,Sri Lanka,LTA Sultan Ismail,Kelantan,2
LKA,Sri Lanka,LTA Sultan Ismail Senai,Johor,10
LKA,Sri Lanka,Padang Besar,Perlis,20
LKA,Sri Lanka,Pandaruan,Sarawak,7
LKA,Sri Lanka,Pasir Gudang,Johor,6
LKA,Sri Lanka,Pejabat Imigresen Desaru Coast,Johor,33
LKA,Sri Lanka,Pelabuhan Klang Barat - KMT,Selangor,37
LKA,Sri Lanka,Pelabuhan Klang Barat - SCT,Selangor,86
LKA,Sri Lanka,Pelabuhan Klang Selatan - Jeti,Selangor,1
LKA,Sri Lanka,Pelabuhan Melaka,Melaka,2
LKA,Sri Lanka,Pelabuhan Tanjung Pelepas,Johor,81
LKA,Sri Lanka,Pengkalan Hulu (Bukit Berapit),Perak,1
LKA,Sri Lanka,Pos Imigresen Mengkalap,Sarawak,29
LKA,Sri Lanka,Rantau Panjang,Kelantan,8
LKA,Sri Lanka,Roro Labuan,Labuan,1
LKA,Sri Lanka,Stulang Laut,Johor,20
LKA,Sri Lanka,Sungai Tujuh,Sarawak,231
LKA,Sri Lanka,Tanjung Pengelih,Johor,12
LKA,Sri Lanka,Tedungan,Sarawak,52
LKA,Sri Lanka,Terminal Feri Puteri Harbour,Johor,5
LKA,Sri Lanka,Wang Kelian,Perlis,1
LKA,Sri Lanka,Woodlands Train Checkpoint,Singapore,279
LSO,Lesotho,Bangunan Sultan Iskandar,Johor,6
LSO,Lesotho,Bukit Kayu Hitam,Kedah,1
LSO,Lesotho,Gelang Patah,Johor,2
LSO,Lesotho,LTA Bayan Lepas,Pulau_Pinang,1
LSO,Lesotho,LTA Kuala Lumpur Terminal 1,Selangor,96
LSO,Lesotho,LTA Kuala Lumpur Terminal 2,Selangor,19
LSO,Lesotho,LTA Kuching,Sarawak,1
LTU,Lithuania,Bangunan Sultan Iskandar,Johor,330
LTU,Lithuania,Bukit Kayu Hitam,Kedah,68
LTU,Lithuania,Dermaga Labuan,Labuan,36
LTU,Lithuania,Gelang Patah,Johor,805
LTU,Lithuania,Jeti Kuah Langkawi,Kedah,110
LTU,Lithuania,Jeti Tioman,Pahang,1
LTU,Lithuania,LT Bintulu,Sarawak,1
LTU,Lithuania,LT Miri,Sarawak,14
LTU,Lithuania,LT Sandakan,Sabah,5
LTU,Lithuania,LTA Bayan Lepas,Pulau_Pinang,152
LTU,Lithuania,LTA Ipoh,Perak,30
LTU,Lithuania,LTA Kota Kinabalu,Sabah,87
LTU,Lithuania,LTA Kuala Lumpur Terminal 1,Selangor,3243
LTU,Lithuania,LTA Kuala Lumpur Terminal 2,Selangor,2305
LTU,Lithuania,LTA Kuching,Sarawak,38
LTU,Lithuania,LTA Langkawi,Kedah,234
LTU,Lithuania,LTA Subang Terminal 3,Selangor,38
LTU,Lithuania,LTA Sultan Ismail,Kelantan,1
LTU,Lithuania,LTA Sultan Ismail Senai,Johor,12
LTU,Lithuania,Padang Besar,Perlis,63
LTU,Lithuania,Pandaruan,Sarawak,1
LTU,Lithuania,Pasir Gudang,Johor,8
LTU,Lithuania,Pejabat Imigresen Desaru Coast,Johor,3
LTU,Lithuania,Pelabuhan Klang Barat - KMT,Selangor,2
LTU,Lithuania,Pelabuhan Klang Barat - SCT,Selangor,7
LTU,Lithuania,Pelabuhan Klang Utara,Selangor,5
LTU,Lithuania,Pelabuhan Kuantan,Pahang,1
LTU,Lithuania,Pelabuhan Tanjung Pelepas,Johor,12
LTU,Lithuania,Pengkalan Hulu (Bukit Berapit),Perak,1
LTU,Lithuania,Pengkalan Kubur,Kelantan,2
LTU,Lithuania,Pos Imigresen Mengkalap,Sarawak,63
LTU,Lithuania,Rantau Panjang,Kelantan,7
LTU,Lithuania,Roro Labuan,Labuan,11
LTU,Lithuania,Sungai Tujuh,Sarawak,35
LTU,Lithuania,Tanjung Belungkor,Johor,3
LTU,Lithuania,Tanjung Lembung,Kedah,2
LTU,Lithuania,Tanjung Pengelih,Johor,2
LTU,Lithuania,Telaga Harbour Park,Kedah,122
LTU,Lithuania,Terminal Feri Puteri Harbour,Johor,1
LTU,Lithuania,Wang Kelian,Perlis,29
LTU,Lithuania,Woodlands Train Checkpoint,Singapore,15
LUX,Luxembourg,Bangunan Sultan Iskandar,Johor,61
LUX,Luxembourg,Bukit Kayu Hitam,Kedah,14
LUX,Luxembourg,Gelang Patah,Johor,110
LUX,Luxembourg,ICQS Kudat,Sabah,1
LUX,Luxembourg,Jeti Kuah Langkawi,Kedah,12
LUX,Luxembourg,LT Miri,Sarawak,2
LUX,Luxembourg,LTA Bayan Lepas,Pulau_Pinang,58
LUX,Luxembourg,LTA Ipoh,Perak,2
LUX,Luxembourg,LTA Kota Kinabalu,Sabah,13
LUX,Luxembourg,LTA Kuala Lumpur Terminal 1,Selangor,622
LUX,Luxembourg,LTA Kuala Lumpur Terminal 2,Selangor,294
LUX,Luxembourg,LTA Kuching,Sarawak,4
LUX,Luxembourg,LTA Langkawi,Kedah,43
LUX,Luxembourg,LTA Subang Terminal 3,Selangor,9
LUX,Luxembourg,LTA Sultan Ismail Senai,Johor,1
LUX,Luxembourg,Padang Besar,Perlis,8
LUX,Luxembourg,Pelabuhan Klang Barat - KMT,Selangor,2
LUX,Luxembourg,Pelabuhan Klang Barat - SCT,Selangor,14
LUX,Luxembourg,Pelabuhan Klang Utara,Selangor,3
LUX,Luxembourg,Rantau Panjang,Kelantan,2
LUX,Luxembourg,Sungai Tujuh,Sarawak,1
LUX,Luxembourg,Tanjung Pengelih,Johor,2
LUX,Luxembourg,Telaga Harbour Park,Kedah,5
LUX,Luxembourg,Wang Kelian,Perlis,4
LUX,Luxembourg,Woodlands Train Checkpoint,Singapore,5
LVA,Latvia,Bangunan Sultan Iskandar,Johor,184
LVA,Latvia,Bukit Kayu Hitam,Kedah,44
LVA,Latvia,Dermaga Labuan,Labuan,19
LVA,Latvia,Gelang Patah,Johor,425
LVA,Latvia,Jeti Kuah Langkawi,Kedah,55
LVA,Latvia,LT Miri,Sarawak,5
LVA,Latvia,LT Sandakan,Sabah,2
LVA,Latvia,LTA Bayan Lepas,Pulau_Pinang,66
LVA,Latvia,LTA Ipoh,Perak,4
LVA,Latvia,LTA Kota Kinabalu,Sabah,104
LVA,Latvia,LTA Kuala Lumpur Terminal 1,Selangor,1886
LVA,Latvia,LTA Kuala Lumpur Terminal 2,Selangor,1135
LVA,Latvia,LTA Kuching,Sarawak,18
LVA,Latvia,LTA Langkawi,Kedah,87
LVA,Latvia,LTA Subang Terminal 3,Selangor,13
LVA,Latvia,LTA Sultan Ismail Senai,Johor,2
LVA,Latvia,Padang Besar,Perlis,14
LVA,Latvia,Pasir Gudang,Johor,8
LVA,Latvia,Pejabat Imigresen Desaru Coast,Johor,3
LVA,Latvia,Pelabuhan Klang Barat - KMT,Selangor,3
LVA,Latvia,Pelabuhan Klang Barat - SCT,Selangor,8
LVA,Latvia,Pelabuhan Kuantan,Pahang,2
LVA,Latvia,Pelabuhan Tanjung Pelepas,Johor,13
LVA,Latvia,Pengkalan Hulu (Bukit Berapit),Perak,1
LVA,Latvia,Pos Imigresen Mengkalap,Sarawak,109
LVA,Latvia,Rantau Panjang,Kelantan,4
LVA,Latvia,Roro Labuan,Labuan,8
LVA,Latvia,Sungai Tujuh,Sarawak,36
LVA,Latvia,Tedungan,Sarawak,4
LVA,Latvia,Telaga Harbour Park,Kedah,47
LVA,Latvia,Wang Kelian,Perlis,27
LVA,Latvia,Woodlands Train Checkpoint,Singapore,16
MAC,Macao,Bangunan Sultan Iskandar,Johor,3
MAC,Macao,Dermaga Labuan,Labuan,1
MAC,Macao,Gelang Patah,Johor,4
MAC,Macao,LTA Ipoh,Perak,20
MAC,Macao,LTA Kuala Lumpur Terminal 2,Selangor,1
MAC,Macao,LTA Kuantan,Pahang,2
MAC,Macao,Pelabuhan Klang Barat - KMT,Selangor,20
MAC,Macao,Pelabuhan Klang Barat - SCT,Selangor,14
MAC,Macao,Pelabuhan Klang Utara,Selangor,2
MAC,Macao,Pengkalan Hulu (Bukit Berapit),Perak,7
MAR,Morocco,Bangunan Sultan Iskandar,Johor,1064
MAR,Morocco,Biawak,Sarawak,5
MAR,Morocco,Bukit Kayu Hitam,Kedah,62
MAR,Morocco,Dermaga Labuan,Labuan,5
MAR,Morocco,Dermaga Tawau,Sabah,2
MAR,Morocco,Gelang Patah,Johor,408
MAR,Morocco,Jeti Kuah Langkawi,Kedah,11
MAR,Morocco,Jeti Pasir Gudang,Johor,4
MAR,Morocco,LTA Bayan Lepas,Pulau_Pinang,195
MAR,Morocco,LTA Ipoh,Perak,2
MAR,Morocco,LTA Kota Kinabalu,Sabah,47
MAR,Morocco,LTA Kuala Lumpur Terminal 1,Selangor,12962
MAR,Morocco,LTA Kuala Lumpur Terminal 2,Selangor,4914
MAR,Morocco,LTA Kuantan,Pahang,4
MAR,Morocco,LTA Kuching,Sarawak,15
MAR,Morocco,LTA Langkawi,Kedah,91
MAR,Morocco,LTA Subang Terminal 3,Selangor,8
MAR,Morocco,LTA Sultan Ismail Senai,Johor,21
MAR,Morocco,Padang Besar,Perlis,34
MAR,Morocco,Pandaruan,Sarawak,3
MAR,Morocco,Pejabat Imigresen Desaru Coast,Johor,2
MAR,Morocco,Pejabat Imigresen Port Swettenham,Selangor,1
MAR,Morocco,Pelabuhan Klang Barat - KMT,Selangor,2
MAR,Morocco,Pelabuhan Klang Barat - SCT,Selangor,5
MAR,Morocco,Pelabuhan Melaka,Melaka,2
MAR,Morocco,Pengkalan Hulu (Bukit Berapit),Perak,1
MAR,Morocco,Pengkalan Kubur,Kelantan,1
MAR,Morocco,Pos Imigresen Mengkalap,Sarawak,10
MAR,Morocco,Rantau Panjang,Kelantan,18
MAR,Morocco,Stulang Laut,Johor,19
MAR,Morocco,Sungai Tujuh,Sarawak,67
MAR,Morocco,Tanjung Pengelih,Johor,4
MAR,Morocco,Tedungan,Sarawak,4
MAR,Morocco,Telaga Harbour Park,Kedah,7
MAR,Morocco,Terminal Feri Puteri Harbour,Johor,6
MAR,Morocco,Wang Kelian,Perlis,7
MAR,Morocco,Woodlands Train Checkpoint,Singapore,43
MCO,Monaco,Bangunan Sultan Iskandar,Johor,1
MCO,Monaco,Gelang Patah,Johor,9
MCO,Monaco,LTA Kota Kinabalu,Sabah,1
MCO,Monaco,LTA Kuala Lumpur Terminal 1,Selangor,30
MCO,Monaco,LTA Kuala Lumpur Terminal 2,Selangor,22
MCO,Monaco,LTA Langkawi,Kedah,3
MCO,Monaco,Telaga Harbour Park,Kedah,1
MDA,Moldova,Bangunan Sultan Iskandar,Johor,38
MDA,Moldova,Bukit Kayu Hitam,Kedah,25
MDA,Moldova,Gelang Patah,Johor,25
MDA,Moldova,Jeti Port Dickson,Negeri_Sembilan,2
MDA,Moldova,LT Miri,Sarawak,1
MDA,Moldova,LTA Bayan Lepas,Pulau_Pinang,19
MDA,Moldova,LTA Kota Kinabalu,Sabah,12
MDA,Moldova,LTA Kuala Lumpur Terminal 1,Selangor,324
MDA,Moldova,LTA Kuala Lumpur Terminal 2,Selangor,256
