country,poe,state,Total_Arrivals
AZE,Rantau Panjang,Kelantan,2
BDI,LTA Bayan Lepas,Pulau_Pinang,2
IRL,Dermaga Kota Kinabalu,Sabah,2
LVA,LT Sandakan,Sabah,2
CYP,Jeti Kuah Langkawi,Kedah,2
CYP,LT Miri,Sarawak,2
CYP,LT Sibu,Sarawak,2
CYP,LTA Ipoh,Perak,2
KHM,Pos Imigresen Bukit Bunga,Kelantan,2
DNK,LT Bintulu,Sarawak,2
FRA,LT Sibu,Sarawak,2
ZAF,LTA Sultan Ismail,Kelantan,2
IND,Dermaga Sandakan,Sabah,2
FJI,LT Miri,Sarawak,2
CHN,LT Limbang,Sarawak,2
CHL,Tanjung Pengelih,Johor,2
LVA,LTA Sultan Ismail Senai,Johor,2
LVA,Pelabuhan Kuantan,Pahang,2
LUX,Pelabuhan Klang Barat - KMT,Selangor,2
LUX,Rantau Panjang,Kelantan,2
LUX,Tanjung Pengelih,Johor,2
SEN,LTA Kuching,Sarawak,2
AZE,Pelabuhan Melaka,Melaka,2
EST,Pejabat Imigresen Desaru Coast,Johor,2
PAK,Pelabuhan Klang Selatan - Jeti,Selangor,2
EST,Dermaga Kota Kinabalu,Sabah,2
LCA,LTA Subang Terminal 3,Selangor,2
LCA,LTA Sultan Ismail Senai,Johor,2
LIE,Bukit Kayu Hitam,Kedah,2
LIE,LTA Kota Kinabalu,Sabah,2
LIE,LTA Kuching,Sarawak,2
LIE,LTA Subang Terminal 3,Selangor,2
NIC,LTA Kota Kinabalu,Sabah,2
NIC,LTA Subang Terminal 3,Selangor,2
XXX,Stulang Laut,Johor,2
BOL,Pelabuhan Melaka,Melaka,2
BOL,Telaga Harbour Park,Kedah,2
BRA,ICQ Durian Burung,Kedah,2
PAK,Pos Imigresen Bukit Bunga,Kelantan,2
TTO,LTA Kuantan,Pahang,2
MMR,Jeti Port Dickson,Negeri_Sembilan,2
MMR,Jeti Tioman,Pahang,2
CHN,ICQS Kudat,Sabah,2
MAC,LTA Kuantan,Pahang,2
IDN,Linggi,Melaka,2
IDN,Lumut,Perak,2
AUT,ICQ Durian Burung,Kedah,2
FRA,Pelabuhan Kemaman,Terengganu,2
IDN,Pelabuhan Kuching,Sarawak,2
SGP,LTA Kuala Terengganu,Terengganu,2
AUT,LTA Kuala Terengganu,Terengganu,2
AUT,Lumut,Perak,2
SGP,Jeti Kuala Perlis,Perlis,2
ZAF,LTA Kuala Terengganu,Terengganu,2
IND,LT Batu Berendam,Melaka,2
PAN,LTA Ipoh,Perak,2
BTN,LT Bintulu,Sarawak,2
KHM,Jeti Port Dickson,Negeri_Sembilan,2
KGZ,LTA Kuching,Sarawak,2
XXX,Pelabuhan Tanjung Pelepas,Johor,2
DNK,Pasir Gudang,Johor,2
DNK,Dermaga Tawau,Sabah,2
CHN,Pelabuhan Kuching,Sarawak,2
MAC,Pelabuhan Klang Utara,Selangor,2
MAR,Dermaga Tawau,Sabah,2
MAR,LTA Ipoh,Perak,2
AUS,Jeti Kukup,Johor,2
SGP,Pelabuhan Klang Selatan - Jeti,Selangor,2
VAT,Bangunan Sultan Iskandar,Johor,2
VAT,Gelang Patah,Johor,2
GBR,Jeti Kukup,Johor,2
MMR,Jeti Kukup,Johor,2
TUR,Pelabuhan Kuantan,Pahang,2
VNM,Kerteh,Terengganu,2
BGR,LT Miri,Sarawak,2
BGR,LT Sandakan,Sabah,2
PRY,LTA Ipoh,Perak,2
PRY,LTA Langkawi,Kedah,2
PRY,Telaga Harbour Park,Kedah,2
PRT,Pejabat Imigresen Port Swettenham,Selangor,2
ITA,LT Sibu,Sarawak,2
PRT,Pelabuhan Tanjung Pelepas,Johor,2
PRT,Tanjung Belungkor,Johor,2
TKM,Stulang Laut,Johor,2
JAM,LTA Kuching,Sarawak,2
LBY,Stulang Laut,Johor,2
LBR,LTA Langkawi,Kedah,2
NPL,Pandaruan,Sarawak,2
CUB,LTA Kuching,Sarawak,2
TUR,Pos Imigresen Bukit Bunga,Kelantan,2
TUR,Roro Labuan,Labuan,2
MLT,LTA Sultan Ismail Senai,Johor,2
MLT,Wang Kelian,Perlis,2
MLI,LTA Sultan Ismail Senai,Johor,2
MLT,Dermaga Labuan,Labuan,2
SLV,Padang Besar,Perlis,2
SMR,Bangunan Sultan Iskandar,Johor,2
SMR,Gelang Patah,Johor,2
SLE,Woodlands Train Checkpoint,Singapore,2
SGP,Sebana Resort Desaru,Johor,2
GBR,Lubok Antu,Sarawak,2
UZB,Pos Imigresen Mengkalap,Sarawak,2
UZB,Tedungan,Sarawak,2
TUR,Pejabat Imigresen Port Swettenham,Selangor,2
GBR,Pos Kawalan Imigresen Muar,Johor,2
CHE,LT Batu Berendam,Melaka,2
BIH,Woodlands Train Checkpoint,Singapore,2
PHL,Pelabuhan Kemaman,Terengganu,2
PHL,Pelabuhan Kuching,Sarawak,2
BLR,Pelabuhan Klang Barat - KMT,Selangor,2
KEN,Dermaga Tawau,Sabah,2
KAZ,LT Tawau,Sabah,2
KAZ,LTA Ipoh,Perak,2
YEM,Jeti Kuah Langkawi,Kedah,2
YEM,Jeti Tioman,Pahang,2
TUN,Stulang Laut,Johor,2
SLV,LTA Ipoh,Perak,2
ATG,LTA Subang Terminal 3,Selangor,2
SLV,LTA Subang Terminal 3,Selangor,2
HUN,Stulang Laut,Johor,2
MAR,Pelabuhan Klang Barat - KMT,Selangor,2
ATA,LTA Kuala Lumpur Terminal 2,Selangor,2
ATG,Bukit Kayu Hitam,Kedah,2
SOM,LTA Kota Kinabalu,Sabah,2
SOM,LTA Langkawi,Kedah,2
THA,Lumut,Perak,2
TUN,Dermaga Labuan,Labuan,2
TUN,Dermaga Tawau,Sabah,2
BRN,Pelabuhan Klang Utara,Selangor,2
TUN,LTA Ipoh,Perak,2
BRA,LT Sibu,Sarawak,2
DZA,LTA Kuching,Sarawak,2
DZA,Pandaruan,Sarawak,2
GEO,Dermaga Sandakan,Sabah,2
GEO,LTA Kuching,Sarawak,2
GBR,Pos Imigresen Bukit Bunga,Kelantan,2
ARM,LTA Kuching,Sarawak,2
NLD,Dermaga Kota Kinabalu,Sabah,2
NLD,LT Batu Berendam,Melaka,2
ESP,Pasir Gudang,Johor,2
ESP,Dermaga Kota Kinabalu,Sabah,2
ITA,Roro Labuan,Labuan,2
PRT,LTA Kuantan,Pahang,2
BGR,Pasir Gudang,Johor,2
DEU,Jeti Kukup,Johor,2
TUN,LTA Kuching,Sarawak,2
CHE,ICQ Durian Burung,Kedah,2
CHE,ICQS Kudat,Sabah,2
LBY,LTA Sultan Ismail Senai,Johor,2
ARM,Rantau Panjang,Kelantan,2
MKD,LTA Ipoh,Perak,2
MAR,Pejabat Imigresen Desaru Coast,Johor,2
LBY,Padang Besar,Perlis,2
PRT,Biawak,Sarawak,2
YEM,Pengkalan Kubur,Kelantan,2
JAM,Bukit Kayu Hitam,Kedah,2
BHR,Jeti Kuah Langkawi,Kedah,2
POL,Pelabuhan Melaka,Melaka,2
LBN,Pasir Gudang,Johor,2
LBN,Pengkalan Hulu (Bukit Berapit),Perak,2
SRB,Sungai Tujuh,Sarawak,2
SSD,Gelang Patah,Johor,2
SRB,LTA Ipoh,Perak,2
HUN,Pelabuhan Klang Utara,Selangor,2
HUN,Dermaga Labuan,Labuan,2
GEO,Pasir Gudang,Johor,2
SRB,Pelabuhan Klang Barat - KMT,Selangor,2
SRB,Pelabuhan Klang Utara,Selangor,2
HRV,Pejabat Imigresen Desaru Coast,Johor,2
HRV,Pelabuhan Klang Utara,Selangor,2
HRV,Tedungan,Sarawak,2
MAR,Pelabuhan Melaka,Melaka,2
NZL,LT Bintulu,Sarawak,2
KOR,Lubok Antu,Sarawak,2
KOR,Lumut,Perak,2
DNK,Pos Imigresen Bukit Bunga,Kelantan,2
KIR,Gelang Patah,Johor,2
OMN,Pengkalan Hulu (Bukit Berapit),Perak,2
MKD,Tedungan,Sarawak,2
COL,LT Tawau,Sabah,2
CRI,Jeti Kuah Langkawi,Kedah,2
GHA,Pos Imigresen Mengkalap,Sarawak,2
GHA,Rantau Panjang,Kelantan,2
ARM,LTA Ipoh,Perak,2
SVK,LT Bintulu,Sarawak,2
SUR,LTA Ipoh,Perak,2
DMA,Pandaruan,Sarawak,2
DMA,Tedungan,Sarawak,2
UGA,LTA Ipoh,Perak,2
NOR,Pelabuhan Tanjung Pelepas,Johor,2
EGY,Pelabuhan Kuantan,Pahang,2
BIH,Tedungan,Sarawak,2
BIH,Wang Kelian,Perlis,2
CAN,Tanjung Lembung,Kedah,2
NLD,LTA Kuala Terengganu,Terengganu,2
LBY,LTA Kuching,Sarawak,2
SUR,LTA Kota Kinabalu,Sabah,2
SUR,LTA Langkawi,Kedah,2
GIN,LTA Bayan Lepas,Pulau_Pinang,2
GIN,LTA Kota Kinabalu,Sabah,2
ARG,LT Sandakan,Sabah,2
ARE,Jeti Kuah Langkawi,Kedah,2
SVN,Pelabuhan Tanjung Pelepas,Johor,2
SVN,LT Miri,Sarawak,2
HRV,Pos Imigresen Mengkalap,Sarawak,2
MHL,LTA Ipoh,Perak,2
MHL,LTA Sultan Ismail Senai,Johor,2
CRI,Bukit Kayu Hitam,Kedah,2
MDA,LTA Subang Terminal 3,Selangor,2
HRV,Dermaga Tawau,Sabah,2
SVK,Pejabat Imigresen Desaru Coast,Johor,2
SVK,Pelabuhan Klang Barat - SCT,Selangor,2
ARG,Pelabuhan Klang Barat - SCT,Selangor,2
ARE,Pelabuhan Klang Barat - KMT,Selangor,2
ARE,Pengkalan Kubur,Kelantan,2
SVK,Dermaga Tawau,Sabah,2
HND,Pelabuhan Klang Barat - SCT,Selangor,2
HND,Pelabuhan Tanjung Pelepas,Johor,2
HRV,Dermaga Kota Kinabalu,Sabah,2
JPN,Jeti Port Dickson,Negeri_Sembilan,2
ESP,LT Sibu,Sarawak,2
POL,Tanjung Belungkor,Johor,2
POL,Tebedu,Sarawak,2
POL,Pejabat Imigresen Port Swettenham,Selangor,2
POL,LT Sibu,Sarawak,2
DEU,Pelabuhan Klang Selatan - Jeti,Selangor,2
LAO,Pejabat Imigresen Desaru Coast,Johor,2
LAO,Pelabuhan Klang Utara,Selangor,2
NLD,Lumut,Perak,2
SVN,Pandaruan,Sarawak,2
SVN,Pejabat Imigresen Desaru Coast,Johor,2
ARG,Dermaga Tawau,Sabah,2
BHS,LTA Kota Kinabalu,Sabah,2
VEN,Pelabuhan Tanjung Pelepas,Johor,2
ERI,LTA Bayan Lepas,Pulau_Pinang,2
YEM,Pelabuhan Klang Selatan - Jeti,Selangor,2
PNG,LTA Subang Terminal 3,Selangor,2
PNG,Lubok Antu,Sarawak,2
PNG,Pelabuhan Klang Utara,Selangor,2
PNG,Woodlands Train Checkpoint,Singapore,2
MDA,Padang Besar,Perlis,2
MDA,Pelabuhan Klang Utara,Selangor,2
MDA,Rantau Panjang,Kelantan,2
MEX,Tebedu,Sarawak,2
MDG,LTA Ipoh,Perak,2
MDA,Jeti Port Dickson,Negeri_Sembilan,2
GIN,Sungai Tujuh,Sarawak,2
HND,LTA Ipoh,Perak,2
EGY,Pelabuhan Kemaman,Terengganu,2
EGY,Pelabuhan Klang Barat - KMT,Selangor,2
NOR,LT Tawau,Sabah,2
XXX,LT Sandakan,Sabah,2
XXX,LT Sibu,Sarawak,2
GIN,LTA Kuching,Sarawak,2
NZL,ICQ Durian Burung,Kedah,2
KOR,Jeti Tioman,Pahang,2
DOM,LTA Kuching,Sarawak,2
DOM,Padang Besar,Perlis,2
DOM,Pejabat Imigresen Port Swettenham,Selangor,2
BRB,Pelabuhan Klang Barat - SCT,Selangor,2
NZL,Pelabuhan Klang Selatan - Jeti,Selangor,2
UGA,Stulang Laut,Johor,2
TZA,Pelabuhan Klang Barat - SCT,Selangor,2
TZA,Pengkalan Hulu (Bukit Berapit),Perak,2
GMB,Woodlands Train Checkpoint,Singapore,2
CRI,Pelabuhan Tanjung Pelepas,Johor,2
VUT,Bukit Kayu Hitam,Kedah,2
VUT,Jeti Kuah Langkawi,Kedah,2
GNB,LTA Kuala Lumpur Terminal 2,Selangor,2
GNB,LTA Subang Terminal 3,Selangor,2
UZB,Jeti Pasir Gudang,Johor,2
SWE,Lubok Antu,Sarawak,2
SVN,Tanjung Pengelih,Johor,2
ARE,LTA Kuching,Sarawak,2
SWE,Jeti Port Dickson,Negeri_Sembilan,2
SVN,LTA Ipoh,Perak,2
BIH,LTA Kuching,Sarawak,2
BIH,Pos Imigresen Mengkalap,Sarawak,2
EGY,LTA Ipoh,Perak,2
ERI,LTA Kota Kinabalu,Sabah,2
SYR,Jeti Kuah Langkawi,Kedah,2
ALB,LTA Ipoh,Perak,2
AGO,Bukit Kayu Hitam,Kedah,2
ALB,Jeti Kuah Langkawi,Kedah,2
AFG,LTA Bayan Lepas,Pulau_Pinang,2
GTM,LTA Langkawi,Kedah,2
DZA,Tanjung Pengelih,Johor,2
DZA,LTA Ipoh,Perak,2
NZL,Pelabuhan Kuching,Sarawak,2
NZL,Roro Labuan,Labuan,2
KNA,Telaga Harbour Park,Kedah,2
KOR,ICQS Kudat,Sabah,2
KIR,LTA Kuala Lumpur Terminal 2,Selangor,2
GUY,LTA Bayan Lepas,Pulau_Pinang,2
GRC,Dermaga Kota Kinabalu,Sabah,2
AND,Bukit Kayu Hitam,Kedah,2
MDA,Telaga Harbour Park,Kedah,2
SWE,Tanjung Belungkor,Johor,2
SWE,Tanjung Pengelih,Johor,2
SWE,Tebedu,Sarawak,2
ZAR,LTA Kuala Lumpur Terminal 1,Selangor,2
GTM,LTA Kota Kinabalu,Sabah,2
TGO,LTA Bayan Lepas,Pulau_Pinang,2
SYC,LT Sibu,Sarawak,2
SWE,Roro Labuan,Labuan,2
GRD,Sungai Tujuh,Sarawak,2
GTM,LTA Ipoh,Perak,2
GRC,Pengkalan Kubur,Kelantan,2
COL,Telaga Harbour Park,Kedah,2
ZMB,LT Miri,Sarawak,2
ZMB,LTA Ipoh,Perak,2
SYC,LTA Subang Terminal 3,Selangor,2
ABW,Bukit Kayu Hitam,Kedah,1
AFG,Pos Imigresen Mengkalap,Sarawak,1
AGO,Bangunan Sultan Iskandar,Johor,1
AGO,LTA Kota Kinabalu,Sabah,1
AGO,LTA Langkawi,Kedah,1
AGO,Pejabat Imigresen Desaru Coast,Johor,1
AGO,Pelabuhan Tanjung Pelepas,Johor,1
ZWE,LT Miri,Sarawak,1
ZWE,LTA Ipoh,Perak,1
ZWE,LTA Sultan Ismail Senai,Johor,1
AND,LTA Subang Terminal 3,Selangor,1
AND,LTA Langkawi,Kedah,1
ALB,Wang Kelian,Perlis,1
ALB,Tanjung Pengelih,Johor,1
ZMB,Bukit Kayu Hitam,Kedah,1
ZAR,LTA Subang Terminal 3,Selangor,1
ZAR,LTA Kuala Lumpur Terminal 2,Selangor,1
ZAF,Tebedu,Sarawak,1
ARE,LTA Sultan Ismail,Kelantan,1
ARE,LTA Ipoh,Perak,1
ARG,LT Miri,Sarawak,1
ARG,Pos Imigresen Mengkalap,Sarawak,1
ARG,Pelabuhan Klang Selatan - Jeti,Selangor,1
ARG,Lumut,Perak,1
ATG,LTA Kuching,Sarawak,1
ATA,LTA Kuala Lumpur Terminal 1,Selangor,1
SVK,LTA Kuantan,Pahang,1
SVN,Stulang Laut,Johor,1
SVN,Pos Imigresen Mengkalap,Sarawak,1
SVN,Pengkalan Kubur,Kelantan,1
THA,ICQS Kudat,Sabah,1
SWE,Dermaga Tawau,Sabah,1
SWE,Dermaga Sandakan,Sabah,1
SWE,Pos Imigresen Bukit Bunga,Kelantan,1
SWE,Pelabuhan Kuantan,Pahang,1
SWE,Lumut,Perak,1
SWZ,LTA Kota Kinabalu,Sabah,1
SWZ,LTA Bayan Lepas,Pulau_Pinang,1
SYC,LTA Kota Kinabalu,Sabah,1
SYC,LT Tawau,Sabah,1
SYC,LT Miri,Sarawak,1
SYC,LT Bintulu,Sarawak,1
SSD,LTA Langkawi,Kedah,1
SRB,Woodlands Train Checkpoint,Singapore,1
SRB,Telaga Harbour Park,Kedah,1
SRB,Tebedu,Sarawak,1
SRB,Tanjung Lembung,Kedah,1
SRB,Stulang Laut,Johor,1
SRB,Rantau Panjang,Kelantan,1
SRB,Pengkalan Kubur,Kelantan,1
THA,LT Batu Berendam,Melaka,1
SUR,Pos Imigresen Bukit Bunga,Kelantan,1
SUR,LTA Kuching,Sarawak,1
SVK,LT Sibu,Sarawak,1
SVK,Jeti Port Dickson,Negeri_Sembilan,1
SVK,Pengkalan Hulu (Bukit Berapit),Perak,1
SVK,Lumut,Perak,1
SVK,LTA Sultan Ismail,Kelantan,1
SLB,Tebedu,Sarawak,1
SLB,Roro Labuan,Labuan,1
SLB,Padang Besar,Perlis,1
SLV,Telaga Harbour Park,Kedah,1
SLV,Pejabat Imigresen Desaru Coast,Johor,1
SLV,LTA Sultan Ismail Senai,Johor,1
SLV,Dermaga Labuan,Labuan,1
SRB,Jeti Tioman,Pahang,1
SOM,Wang Kelian,Perlis,1
SOM,Rantau Panjang,Kelantan,1
SOM,Padang Besar,Perlis,1
SOM,LTA Kuching,Sarawak,1
SRB,Pelabuhan Klang Barat - SCT,Selangor,1
SRB,Pejabat Imigresen Port Swettenham,Selangor,1
SRB,LT Sandakan,Sabah,1
SSD,Roro Labuan,Labuan,1
SEN,Pelabuhan Klang Barat - SCT,Selangor,1
SEN,Padang Besar,Perlis,1
SEN,LTA Subang Terminal 3,Selangor,1
SGP,Merapok,Sabah,1
SGP,Linggi,Melaka,1
THA,Tanjung Lembung,Kedah,1
THA,Sindumin,Sabah,1
SGP,Pelabuhan Kuching,Sarawak,1
SHN,LT Sibu,Sarawak,1
SGS,LTA Kota Kinabalu,Sabah,1
SGS,Bangunan Sultan Iskandar,Johor,1
SLV,Bukit Kayu Hitam,Kedah,1
SLE,LTA Langkawi,Kedah,1
SLE,LTA Kota Kinabalu,Sabah,1
SLE,LTA Ipoh,Perak,1
SLB,Woodlands Train Checkpoint,Singapore,1
RUS,Jeti Kukup,Johor,1
RUS,ICQS Kudat,Sabah,1
RUS,Lumut,Perak,1
RWA,Pejabat Imigresen Desaru Coast,Johor,1
RWA,LTA Sultan Ismail Senai,Johor,1
RWA,LTA Langkawi,Kedah,1
SAU,LT Miri,Sarawak,1
SAU,Pos Kawalan Imigresen Muar,Johor,1
SDN,LT Bintulu,Sarawak,1
SDN,Jeti Kuah Langkawi,Kedah,1
SEN,LTA Ipoh,Perak,1
SDN,Woodlands Train Checkpoint,Singapore,1
SDN,Wang Kelian,Perlis,1
SDN,Rantau Panjang,Kelantan,1
SEN,Tedungan,Sarawak,1
SEN,Rantau Panjang,Kelantan,1
QAT,LTA Kota Kinabalu,Sabah,1
QAT,Bukit Kayu Hitam,Kedah,1
PSE,Woodlands Train Checkpoint,Singapore,1
PSE,Pos Kawalan Imigresen Muar,Johor,1
TKM,Pos Imigresen Mengkalap,Sarawak,1
TKM,Padang Besar,Perlis,1
TKM,LTA Sultan Ismail Senai,Johor,1
TKM,LTA Subang Terminal 3,Selangor,1
TKM,LT Tawau,Sabah,1
REU,LT Sibu,Sarawak,1
REU,Bangunan Sultan Iskandar,Johor,1
QAT,Tanjung Pengelih,Johor,1
QAT,Pos Imigresen Mengkalap,Sarawak,1
RUS,Dermaga Sandakan,Sabah,1
ROU,Tebedu,Sarawak,1
RUS,LT Labuan,Labuan,1
POL,Pelabuhan Klang Selatan - Jeti,Selangor,1
PRT,LT Bintulu,Sarawak,1
PRT,ICQ Durian Burung,Kedah,1
PRT,LTA Sultan Ismail,Kelantan,1
TLS,LT Miri,Sarawak,1
TLS,Biawak,Sarawak,1
TKM,Woodlands Train Checkpoint,Singapore,1
TKM,Rantau Panjang,Kelantan,1
PRT,Roro Labuan,Labuan,1
PRT,Pelabuhan Melaka,Melaka,1
PRT,Pelabuhan Klang Utara,Selangor,1
PRT,Pasir Gudang,Johor,1
PRY,Wang Kelian,Perlis,1
PRY,LT Sibu,Sarawak,1
PSE,LT Tawau,Sabah,1
PSE,Jeti Pasir Gudang,Johor,1
PER,Pandaruan,Sarawak,1
PER,LT Bintulu,Sarawak,1
PER,Jeti Pasir Gudang,Johor,1
PHL,Dermaga Kastam Limbang,Sarawak,1
PER,Tebedu,Sarawak,1
PER,Pejabat Imigresen Desaru Coast,Johor,1
TLS,Pos Imigresen Mengkalap,Sarawak,1
TLS,Padang Besar,Perlis,1
TLS,LTA Sultan Ismail Senai,Johor,1
PHL,LT Limbang,Sarawak,1
PNG,Rantau Panjang,Kelantan,1
PNG,Pejabat Imigresen Desaru Coast,Johor,1
PNG,LTA Sultan Ismail Senai,Johor,1
POL,Jeti Port Dickson,Negeri_Sembilan,1
POL,Jeti Pasir Gudang,Johor,1
POL,LTA Kuala Terengganu,Terengganu,1
OMN,Pandaruan,Sarawak,1
PAK,Jeti Kukup,Johor,1
PAK,Merapok,Sabah,1
PAK,LTA Sultan Ismail,Kelantan,1
TTO,Pasir Gudang,Johor,1
TTO,LTA Sultan Ismail Senai,Johor,1
TTO,LTA Kuching,Sarawak,1
TON,LTA Kuching,Sarawak,1
PAK,Pelabuhan Kuantan,Pahang,1
PAN,LT Tawau,Sabah,1
PAN,Bukit Kayu Hitam,Kedah,1
PAK,Tanjung Belungkor,Johor,1
PER,Dermaga Labuan,Labuan,1
PAN,Telaga Harbour Park,Kedah,1
PAN,Pandaruan,Sarawak,1
PER,Pasir Gudang,Johor,1
NOR,Pandaruan,Sarawak,1
NOR,Pos Kawalan Imigresen Muar,Johor,1
NPL,Jeti Kukup,Johor,1
NPL,Pejabat Imigresen Desaru Coast,Johor,1
TUN,Jeti Pasir Gudang,Johor,1
TUN,Dermaga Sandakan,Sabah,1
TTO,Tedungan,Sarawak,1
TTO,Pejabat Imigresen Desaru Coast,Johor,1
NZL,Dermaga Tawau,Sabah,1
NRU,LTA Bayan Lepas,Pulau_Pinang,1
NPL,Telaga Harbour Park,Kedah,1
NZL,LT Limbang,Sarawak,1
NZL,LT Labuan,Labuan,1
NZL,Pejabat Imigresen Port Swettenham,Selangor,1
OMN,Telaga Harbour Park,Kedah,1
OMN,Pelabuhan Melaka,Melaka,1
NIC,LTA Sultan Ismail Senai,Johor,1
NGA,Wang Kelian,Perlis,1
NLD,Jeti Kuala Perlis,Perlis,1
NLD,ICQS Kudat,Sabah,1
NLD,ICQ Durian Burung,Kedah,1
TUN,Terminal Feri Puteri Harbour,Johor,1
TUN,Pelabuhan Klang Utara,Selangor,1
NLD,LT Sibu,Sarawak,1
NLD,Pelabuhan Kuantan,Pahang,1
NOR,Dermaga Bintulu,Sarawak,1
NOR,Biawak,Sarawak,1
NOR,Dermaga Tawau,Sabah,1
NOR,Dermaga Sandakan,Sabah,1
NOR,Pelabuhan Melaka,Melaka,1
NOR,Pelabuhan Klang Utara,Selangor,1
NOR,Pejabat Imigresen Port Swettenham,Selangor,1
MYT,LTA Kuala Lumpur Terminal 2,Selangor,1
MYT,LTA Kuala Lumpur Terminal 1,Selangor,1
MWI,LTA Kota Kinabalu,Sabah,1
MWI,LT Miri,Sarawak,1
TUR,ICQ Durian Burung,Kedah,1
TUR,Dermaga Kota Kinabalu,Sabah,1
NGA,Biawak,Sarawak,1
NER,LTA Kota Kinabalu,Sabah,1
NER,Gelang Patah,Johor,1
NCL,LTA Kuala Lumpur Terminal 1,Selangor,1
NAM,Wang Kelian,Perlis,1
NAM,Telaga Harbour Park,Kedah,1
NAM,LTA Sultan Ismail Senai,Johor,1
NGA,LT Bintulu,Sarawak,1
NIC,Telaga Harbour Park,Kedah,1
NIC,Pejabat Imigresen Desaru Coast,Johor,1
MRT,LTA Kota Kinabalu,Sabah,1
MRT,LTA Bayan Lepas,Pulau_Pinang,1
MRT,LT Miri,Sarawak,1
MOZ,LTA Kuching,Sarawak,1
MOZ,LTA Kota Kinabalu,Sabah,1
MOZ,LTA Ipoh,Perak,1
TUR,Merapok,Sabah,1
TUR,Lubok Antu,Sarawak,1
TUR,LTA Sultan Ismail,Kelantan,1
MUS,LTA Kuantan,Pahang,1
MUS,LT Tawau,Sabah,1
MUS,Jeti Kuah Langkawi,Kedah,1
MRT,Woodlands Train Checkpoint,Singapore,1
MUS,Pos Imigresen Mengkalap,Sarawak,1
NAM,LTA Kota Kinabalu,Sabah,1
NAM,Bukit Kayu Hitam,Kedah,1
MLT,Dermaga Tawau,Sabah,1
MMR,Dermaga Sandakan,Sabah,1
MMR,Dermaga Bintulu,Sarawak,1
MLT,Pelabuhan Klang Barat - SCT,Selangor,1
MLT,Pandaruan,Sarawak,1
MLT,LTA Sultan Ismail,Kelantan,1
MMR,Pelabuhan Kemaman,Terengganu,1
MMR,Terminal Feri Minyak Beku,Johor,1
MMR,Pos Imigresen Bukit Bunga,Kelantan,1
MNE,LTA Langkawi,Kedah,1
MNE,LTA Bayan Lepas,Pulau_Pinang,1
MNG,Pandaruan,Sarawak,1
MNG,LT Tawau,Sabah,1
MOZ,Bangunan Sultan Iskandar,Johor,1
MNG,Tedungan,Sarawak,1
MNG,Pos Imigresen Mengkalap,Sarawak,1
MDG,Stulang Laut,Johor,1
MDG,Pelabuhan Tanjung Pelepas,Johor,1
MDG,Pejabat Imigresen Desaru Coast,Johor,1
MDV,Pengkalan Hulu (Bukit Berapit),Perak,1
MDV,Pelabuhan Tanjung Pelepas,Johor,1
MDV,Pejabat Imigresen Desaru Coast,Johor,1
TUV,LTA Kuala Lumpur Terminal 2,Selangor,1
MEX,Jeti Pasir Gudang,Johor,1
MEX,Dermaga Tawau,Sabah,1
MEX,Dermaga Sandakan,Sabah,1
MEX,Roro Labuan,Labuan,1
MEX,Pejabat Imigresen Port Swettenham,Selangor,1
MHL,LTA Langkawi,Kedah,1
MHL,LTA Kota Kinabalu,Sabah,1
MLI,LTA Kota Kinabalu,Sabah,1
MKD,Telaga Harbour Park,Kedah,1
MAR,Pengkalan Hulu (Bukit Berapit),Perak,1
MAR,Pejabat Imigresen Port Swettenham,Selangor,1
MCO,Telaga Harbour Park,Kedah,1
MCO,LTA Kota Kinabalu,Sabah,1
MCO,Bangunan Sultan Iskandar,Johor,1
MDA,Pos Imigresen Mengkalap,Sarawak,1
MDA,Pelabuhan Tanjung Pelepas,Johor,1
MDA,LT Miri,Sarawak,1
MDG,LTA Kuching,Sarawak,1
MDG,ICQS Kudat,Sabah,1
MDA,Wang Kelian,Perlis,1
MDA,Tebedu,Sarawak,1
MDV,Jeti Pasir Gudang,Johor,1
MDG,Woodlands Train Checkpoint,Singapore,1
MDG,Wang Kelian,Perlis,1
MDG,Tanjung Pengelih,Johor,1
LSO,LTA Bayan Lepas,Pulau_Pinang,1
LSO,Bukit Kayu Hitam,Kedah,1
LTU,Pandaruan,Sarawak,1
LTU,LTA Sultan Ismail,Kelantan,1
TWN,Pelabuhan Kuantan,Pahang,1
TWN,Pejabat Imigresen Port Swettenham,Selangor,1
LTU,Terminal Feri Puteri Harbour,Johor,1
LTU,Pengkalan Hulu (Bukit Berapit),Perak,1
LTU,Pelabuhan Kuantan,Pahang,1
LUX,LTA Sultan Ismail Senai,Johor,1
LUX,ICQS Kudat,Sabah,1
LUX,Sungai Tujuh,Sarawak,1
MAC,LTA Kuala Lumpur Terminal 2,Selangor,1
MAC,Dermaga Labuan,Labuan,1
LVA,Pengkalan Hulu (Bukit Berapit),Perak,1
MAR,Pengkalan Kubur,Kelantan,1
LCA,Woodlands Train Checkpoint,Singapore,1
LCA,Pelabuhan Klang Barat - SCT,Selangor,1
LKA,LT Sandakan,Sabah,1
LKA,LT Bintulu,Sarawak,1
LKA,Jeti Kukup,Johor,1
LIE,Wang Kelian,Perlis,1
LIE,Tanjung Pengelih,Johor,1
LIE,Padang Besar,Perlis,1
LKA,LT Tawau,Sabah,1
LKA,Wang Kelian,Perlis,1
