country,poe,state,Total_Arrivals
TZA,Gelang Patah,Johor,193
PAN,LTA Kuala Lumpur Terminal 2,Selangor,193
KWT,LTA Langkawi,Kedah,192
TUR,Pelabuhan Klang Barat - SCT,Selangor,192
PHL,Wang Kelian,Perlis,192
PSE,Gelang Patah,Johor,192
AUT,Padang Besar,Perlis,191
SGP,Dermaga Labuan,Labuan,191
DNK,Padang Besar,Perlis,190
CAN,Stulang Laut,Johor,190
BHR,Bangunan Sultan Iskandar,Johor,190
CHN,Pandaruan,Sarawak,189
HUN,LTA Kota Kinabalu,Sabah,189
AUS,Tebedu,Sarawak,188
TZA,Bangunan Sultan Iskandar,Johor,188
GBR,Terminal Feri Puteri Harbour,Johor,187
FIN,Bukit Kayu Hitam,Kedah,187
IND,Terminal Feri Puteri Harbour,Johor,187
EGY,LTA Bayan Lepas,Pulau_Pinang,187
NZL,Telaga Harbour Park,Kedah,187
CHE,Woodlands Train Checkpoint,Singapore,187
JOR,Bangunan Sultan Iskandar,Johor,186
LVA,Bangunan Sultan Iskandar,Johor,184
IRL,LTA Kuching,Sarawak,184
MLI,LTA Kuala Lumpur Terminal 1,Selangor,183
NLD,LT Miri,Sarawak,183
UKR,Jeti Kuah Langkawi,Kedah,183
RWA,LTA Kuala Lumpur Terminal 1,Selangor,182
BOL,LTA Kuala Lumpur Terminal 2,Selangor,182
THA,Pelabuhan Melaka,Melaka,182
ZAF,Jeti Kuah Langkawi,Kedah,181
MKD,LTA Kuala Lumpur Terminal 2,Selangor,181
JAM,LTA Kuala Lumpur Terminal 2,Selangor,181
ITA,Woodlands Train Checkpoint,Singapore,181
SGP,Pengkalan Kubur,Kelantan,180
JPN,Pos Imigresen Mengkalap,Sarawak,180
JOR,LTA Bayan Lepas,Pulau_Pinang,180
POL,Sungai Tujuh,Sarawak,180
GBR,LTA Kuantan,Pahang,180
HKG,Pelabuhan Klang Barat - SCT,Selangor,179
SVN,Bangunan Sultan Iskandar,Johor,179
DEU,LT Miri,Sarawak,178
IDN,Tanjung Belungkor,Johor,178
JPN,Dermaga Labuan,Labuan,177
ESP,Sungai Tujuh,Sarawak,177
PAK,LTA Kota Kinabalu,Sabah,177
KWT,LTA Bayan Lepas,Pulau_Pinang,177
KOR,Wang Kelian,Perlis,175
ZAF,Padang Besar,Perlis,175
NLD,LTA Sultan Ismail Senai,Johor,174
HND,LTA Kuala Lumpur Terminal 1,Selangor,174
NOR,Bukit Kayu Hitam,Kedah,174
IDN,LT Sibu,Sarawak,174
SGP,Pejabat Imigresen Port Swettenham,Selangor,173
MMR,LTA Subang Terminal 3,Selangor,172
PRT,Jeti Kuah Langkawi,Kedah,172
LBR,LTA Kuala Lumpur Terminal 1,Selangor,172
NZL,LT Miri,Sarawak,171
KGZ,Gelang Patah,Johor,171
RUS,LTA Kuching,Sarawak,170
UGA,Gelang Patah,Johor,169
ESP,Woodlands Train Checkpoint,Singapore,169
KHM,Woodlands Train Checkpoint,Singapore,169
SVN,Gelang Patah,Johor,169
CHE,Sungai Tujuh,Sarawak,168
JOR,Gelang Patah,Johor,168
CHE,Pelabuhan Klang Barat - SCT,Selangor,168
ZMB,LTA Kuala Lumpur Terminal 2,Selangor,168
PNG,Gelang Patah,Johor,168
SYR,Bangunan Sultan Iskandar,Johor,168
BRA,Jeti Kuah Langkawi,Kedah,167
BGR,LTA Langkawi,Kedah,166
IDN,Jeti Tioman,Pahang,166
CYP,Gelang Patah,Johor,166
LAO,ICQ Durian Burung,Kedah,166
LAO,LTA Sultan Ismail Senai,Johor,166
SYC,LTA Kuala Lumpur Terminal 2,Selangor,165
ARE,LTA Langkawi,Kedah,165
CHN,Pelabuhan Klang Utara,Selangor,164
LBN,Bangunan Sultan Iskandar,Johor,164
NPL,LT Miri,Sarawak,164
BGD,Pelabuhan Tanjung Pelepas,Johor,164
FRA,LT Miri,Sarawak,164
AFG,LTA Kuala Lumpur Terminal 2,Selangor,164
GRD,LTA Kuala Lumpur Terminal 1,Selangor,163
THA,Terminal Feri Puteri Harbour,Johor,163
TUR,Pelabuhan Tanjung Pelepas,Johor,163
ZAF,Pelabuhan Klang Barat - SCT,Selangor,162
ZAF,Pos Imigresen Mengkalap,Sarawak,162
JPN,Tanjung Belungkor,Johor,162
GAB,LTA Kuala Lumpur Terminal 1,Selangor,162
SLV,LTA Kuala Lumpur Terminal 1,Selangor,162
KOR,LT Bintulu,Sarawak,161
BRA,LTA Kota Kinabalu,Sabah,161
RUS,Pelabuhan Klang Barat - KMT,Selangor,161
JPN,Rantau Panjang,Kelantan,160
VNM,Pos Imigresen Mengkalap,Sarawak,160
DOM,LTA Kuala Lumpur Terminal 2,Selangor,160
PNG,Bangunan Sultan Iskandar,Johor,160
IRQ,Bangunan Sultan Iskandar,Johor,158
ARG,LTA Bayan Lepas,Pulau_Pinang,158
GRC,LTA Bayan Lepas,Pulau_Pinang,158
AUS,Pandaruan,Sarawak,158
PHL,Telaga Harbour Park,Kedah,157
DEU,Dermaga Labuan,Labuan,157
CZE,LTA Kuching,Sarawak,157
EST,LTA Bayan Lepas,Pulau_Pinang,156
AUS,Dermaga Labuan,Labuan,156
EST,Jeti Kuah Langkawi,Kedah,156
HND,LTA Kuala Lumpur Terminal 2,Selangor,155
GBR,Tanjung Belungkor,Johor,154
BLR,Gelang Patah,Johor,154
MUS,LTA Bayan Lepas,Pulau_Pinang,154
BRN,LT Tawau,Sabah,154
RUS,Woodlands Train Checkpoint,Singapore,153
UKR,LTA Kota Kinabalu,Sabah,153
BGR,LTA Bayan Lepas,Pulau_Pinang,153
ZAF,LTA Subang Terminal 3,Selangor,152
LTU,LTA Bayan Lepas,Pulau_Pinang,152
XXX,Woodlands Train Checkpoint,Singapore,152
QAT,LTA Kuala Lumpur Terminal 2,Selangor,151
NPL,LTA Kota Kinabalu,Sabah,151
AUS,Rantau Panjang,Kelantan,151
NLD,Pos Imigresen Mengkalap,Sarawak,151
ZAF,Telaga Harbour Park,Kedah,151
XXX,Bukit Kayu Hitam,Kedah,150
CHL,Bukit Kayu Hitam,Kedah,150
UGA,Bangunan Sultan Iskandar,Johor,149
VEN,Bangunan Sultan Iskandar,Johor,148
USA,Tanjung Pengelih,Johor,148
BEN,LTA Kuala Lumpur Terminal 1,Selangor,148
SWE,LTA Subang Terminal 3,Selangor,148
TUN,Bangunan Sultan Iskandar,Johor,147
LKA,LTA Kota Kinabalu,Sabah,147
ZWE,Bangunan Sultan Iskandar,Johor,146
TWN,Pejabat Imigresen Desaru Coast,Johor,146
NZL,Pelabuhan Klang Barat - SCT,Selangor,146
KAZ,LTA Bayan Lepas,Pulau_Pinang,146
PAK,Stulang Laut,Johor,145
PHL,Jeti Tioman,Pahang,145
USA,Pelabuhan Kuching,Sarawak,144
USA,Terminal Feri Puteri Harbour,Johor,143
NLD,Tebedu,Sarawak,143
CHN,Wang Kelian,Perlis,142
ITA,Wang Kelian,Perlis,142
IND,Roro Labuan,Labuan,142
KHM,LTA Sultan Ismail Senai,Johor,141
ITA,LTA Sultan Ismail Senai,Johor,141
UKR,Wang Kelian,Perlis,141
SWE,Rantau Panjang,Kelantan,141
USA,Dermaga Labuan,Labuan,140
IND,Wang Kelian,Perlis,140
BRN,Stulang Laut,Johor,140
CAN,Pengkalan Hulu (Bukit Berapit),Perak,140
IND,LTA Kuantan,Pahang,139
USA,LTA Kuantan,Pahang,139
SGP,LT Batu Berendam,Melaka,139
RUS,Tedungan,Sarawak,138
CZE,Padang Besar,Perlis,137
CHN,Rantau Panjang,Kelantan,136
PHL,LT Bintulu,Sarawak,136
ROU,Jeti Kuah Langkawi,Kedah,135
IDN,LTA Kuantan,Pahang,135
IRL,Woodlands Train Checkpoint,Singapore,135
IRN,LTA Bayan Lepas,Pulau_Pinang,135
SAU,Woodlands Train Checkpoint,Singapore,134
FRA,Pelabuhan Klang Barat - SCT,Selangor,134
POL,LTA Subang Terminal 3,Selangor,134
IRL,Pejabat Imigresen Desaru Coast,Johor,133
BHR,Gelang Patah,Johor,133
QAT,Bangunan Sultan Iskandar,Johor,132
BRA,LTA Subang Terminal 3,Selangor,132
TWN,Pandaruan,Sarawak,132
PRT,Bukit Kayu Hitam,Kedah,132
BGD,Dermaga Labuan,Labuan,131
SWE,Woodlands Train Checkpoint,Singapore,131
BLR,Bukit Kayu Hitam,Kedah,131
BLR,LTA Bayan Lepas,Pulau_Pinang,131
JPN,LTA Kuantan,Pahang,130
IRL,LTA Ipoh,Perak,130
ITA,LTA Ipoh,Perak,130
BGD,Pelabuhan Klang Barat - SCT,Selangor,130
CHL,LTA Bayan Lepas,Pulau_Pinang,129
CAN,Pejabat Imigresen Desaru Coast,Johor,129
ZAF,Woodlands Train Checkpoint,Singapore,129
UKR,Padang Besar,Perlis,128
NOR,LTA Subang Terminal 3,Selangor,128
MDV,LTA Langkawi,Kedah,127
BRA,Woodlands Train Checkpoint,Singapore,127
ZAF,LTA Kuching,Sarawak,127
ECU,Gelang Patah,Johor,127
ROU,LTA Kota Kinabalu,Sabah,126
THA,LT Miri,Sarawak,126
JPN,Pandaruan,Sarawak,125
PAK,LTA Sultan Ismail Senai,Johor,125
BGD,Pelabuhan Klang Barat - KMT,Selangor,124
TWN,Dermaga Labuan,Labuan,124
MEX,Pelabuhan Klang Barat - SCT,Selangor,124
SVN,Telaga Harbour Park,Kedah,124
KOR,LT Miri,Sarawak,124
BGD,LTA Subang Terminal 3,Selangor,123
SVK,LTA Kota Kinabalu,Sabah,123
LCA,LTA Kuala Lumpur Terminal 1,Selangor,123
TUR,LTA Kota Kinabalu,Sabah,123
LTU,Telaga Harbour Park,Kedah,122
BFA,LTA Kuala Lumpur Terminal 1,Selangor,122
SLV,LTA Kuala Lumpur Terminal 2,Selangor,122
MLT,LTA Bayan Lepas,Pulau_Pinang,122
JPN,Pelabuhan Klang Barat - KMT,Selangor,122
JPN,Pengkalan Hulu (Bukit Berapit),Perak,122
FRA,Stulang Laut,Johor,121
IND,Jeti Pasir Gudang,Johor,121
SUR,LTA Kuala Lumpur Terminal 2,Selangor,121
TON,LTA Kuala Lumpur Terminal 1,Selangor,121
MMR,Tedungan,Sarawak,120
DMA,LTA Kuala Lumpur Terminal 2,Selangor,120
POL,Pelabuhan Tanjung Pelepas,Johor,120
MDV,LTA Bayan Lepas,Pulau_Pinang,120
TGO,LTA Kuala Lumpur Terminal 1,Selangor,119
IRL,Tedungan,Sarawak,119
SAU,Sungai Tujuh,Sarawak,119
LBN,Gelang Patah,Johor,118
ESP,LTA Sultan Ismail Senai,Johor,118
RUS,Dermaga Labuan,Labuan,117
THA,Pasir Gudang,Johor,117
THA,Dermaga Labuan,Labuan,117
RUS,Pos Imigresen Mengkalap,Sarawak,117
ARG,LTA Langkawi,Kedah,117
ESP,LTA Ipoh,Perak,117
NPL,LTA Langkawi,Kedah,116
SLE,LTA Kuala Lumpur Terminal 2,Selangor,116
POL,Woodlands Train Checkpoint,Singapore,116
BLR,LTA Langkawi,Kedah,116
NZL,Wang Kelian,Perlis,116
VNM,LT Miri,Sarawak,116
EGY,Stulang Laut,Johor,116
TLS,LTA Bayan Lepas,Pulau_Pinang,115
IRL,Wang Kelian,Perlis,115
CHE,LTA Ipoh,Perak,114
CMR,LTA Kuala Lumpur Terminal 2,Selangor,114
FIN,Padang Besar,Perlis,114
AGO,LTA Kuala Lumpur Terminal 1,Selangor,114
FRA,Tedungan,Sarawak,114
PHL,Tebedu,Sarawak,113
NLD,Pejabat Imigresen Desaru Coast,Johor,112
MDG,Gelang Patah,Johor,112
CRI,Gelang Patah,Johor,112
AUS,Tanjung Belungkor,Johor,112
NOR,Padang Besar,Perlis,112
KOR,Pandaruan,Sarawak,112
IND,Rantau Panjang,Kelantan,111
AUS,LT Sandakan,Sabah,111
NZL,LTA Sultan Ismail Senai,Johor,111
NZL,Pos Imigresen Mengkalap,Sarawak,111
TUR,LTA Subang Terminal 3,Selangor,111
LKA,LTA Kuching,Sarawak,111
PRY,LTA Kuala Lumpur Terminal 1,Selangor,111
FRA,Pos Imigresen Mengkalap,Sarawak,111
LUX,Gelang Patah,Johor,110
BRA,Padang Besar,Perlis,110
BLR,Bangunan Sultan Iskandar,Johor,110
LTU,Jeti Kuah Langkawi,Kedah,110
ITA,Pos Imigresen Mengkalap,Sarawak,110
GBR,Pasir Gudang,Johor,110
NPL,Tedungan,Sarawak,110
IDN,Pejabat Imigresen Port Swettenham,Selangor,109
LVA,Pos Imigresen Mengkalap,Sarawak,109
MNG,LTA Kota Kinabalu,Sabah,109
PHL,Pelabuhan Kuantan,Pahang,109
DEU,Tanjung Pengelih,Johor,109
BGD,Tedungan,Sarawak,109
MNG,Bukit Kayu Hitam,Kedah,108
MMR,Pasir Gudang,Johor,108
VNM,Jeti Kuah Langkawi,Kedah,108
BDI,LTA Kuala Lumpur Terminal 1,Selangor,108
GBR,Jeti Tioman,Pahang,108
BRN,LT Sandakan,Sabah,108
JOR,LTA Langkawi,Kedah,108
PRT,LTA Subang Terminal 3,Selangor,107
PAK,LTA Subang Terminal 3,Selangor,107
NZL,Pejabat Imigresen Desaru Coast,Johor,107
DEU,Stulang Laut,Johor,107
CRI,LTA Bayan Lepas,Pulau_Pinang,106
AUT,LTA Subang Terminal 3,Selangor,106
SAU,Rantau Panjang,Kelantan,106
VEN,Gelang Patah,Johor,106
TWN,Telaga Harbour Park,Kedah,105
ARM,Gelang Patah,Johor,105
SAU,Padang Besar,Perlis,105
ALB,Gelang Patah,Johor,105
ZAF,LT Miri,Sarawak,105
HUN,LTA Kuching,Sarawak,105
BEL,Sungai Tujuh,Sarawak,105
SLB,LTA Kuala Lumpur Terminal 1,Selangor,105
GBR,Roro Labuan,Labuan,104
LVA,LTA Kota Kinabalu,Sabah,104
NOR,LTA Kuching,Sarawak,104
DEU,Pandaruan,Sarawak,104
CRI,Bangunan Sultan Iskandar,Johor,104
VNM,Wang Kelian,Perlis,104
MMR,Pos Imigresen Mengkalap,Sarawak,103
MMR,Padang Besar,Perlis,103
PAK,Pelabuhan Tanjung Pelepas,Johor,103
PHL,Lubok Antu,Sarawak,103
KOR,Dermaga Labuan,Labuan,102
SRB,Gelang Patah,Johor,102
POL,Wang Kelian,Perlis,102
NPL,Bukit Kayu Hitam,Kedah,102
EGY,Woodlands Train Checkpoint,Singapore,102
ESP,Rantau Panjang,Kelantan,101
SWE,Sungai Tujuh,Sarawak,101
BGD,Stulang Laut,Johor,101
TWN,Jeti Kuah Langkawi,Kedah,101
FIN,LTA Kuching,Sarawak,101
ARG,Padang Besar,Perlis,99
PHL,LTA Kuantan,Pahang,99
CAN,Rantau Panjang,Kelantan,99
PRT,Pelabuhan Klang Barat - KMT,Selangor,99
TON,LTA Kuala Lumpur Terminal 2,Selangor,99
BEL,Woodlands Train Checkpoint,Singapore,99
EGY,LTA Langkawi,Kedah,99
HKG,Pelabuhan Klang Barat - KMT,Selangor,98
ESP,Pelabuhan Klang Barat - SCT,Selangor,98
ETH,LTA Kuala Lumpur Terminal 2,Selangor,98
AUT,Pelabuhan Klang Utara,Selangor,98
ZWE,Gelang Patah,Johor,98
IND,Tanjung Belungkor,Johor,97
PRY,LTA Kuala Lumpur Terminal 2,Selangor,97
IND,Pasir Gudang,Johor,97
HRV,LTA Bayan Lepas,Pulau_Pinang,97
GEO,Pelabuhan Tanjung Pelepas,Johor,96
IRN,Bukit Kayu Hitam,Kedah,96
DEU,LTA Kuantan,Pahang,96
AUT,Wang Kelian,Perlis,96
LSO,LTA Kuala Lumpur Terminal 1,Selangor,96
GBR,LT Tawau,Sabah,96
ESP,Wang Kelian,Perlis,95
LCA,Gelang Patah,Johor,95
SGP,ICQ Durian Burung,Kedah,95
GMB,LTA Kuala Lumpur Terminal 2,Selangor,95
ECU,Bangunan Sultan Iskandar,Johor,94
PHL,Tanjung Belungkor,Johor,94
GRC,LTA Langkawi,Kedah,94
SVK,Jeti Kuah Langkawi,Kedah,94
PHL,Pelabuhan Klang Utara,Selangor,94
GHA,Gelang Patah,Johor,93
SGP,Jeti Port Dickson,Negeri_Sembilan,93
HUN,Bukit Kayu Hitam,Kedah,93
UZB,LTA Langkawi,Kedah,93
NGA,Sungai Tujuh,Sarawak,93
USA,Tebedu,Sarawak,92
IDN,LT Sandakan,Sabah,92
TUR,Jeti Kuah Langkawi,Kedah,92
IRN,LTA Langkawi,Kedah,92
COL,Pelabuhan Klang Barat - SCT,Selangor,91
MAR,LTA Langkawi,Kedah,91
BRN,Pelabuhan Klang Barat - SCT,Selangor,90
SWE,LTA Ipoh,Perak,90
KHM,Sungai Tujuh,Sarawak,90
THA,Pelabuhan Klang Utara,Selangor,90
KOR,Pengkalan Hulu (Bukit Berapit),Perak,90
PSE,Bangunan Sultan Iskandar,Johor,89
USA,Tanjung Belungkor,Johor,89
LAO,Sungai Tujuh,Sarawak,89
OMN,LTA Langkawi,Kedah,89
BGD,Pelabuhan Klang Utara,Selangor,89
ITA,Rantau Panjang,Kelantan,89
ZAF,LTA Sultan Ismail Senai,Johor,89
ISL,Bangunan Sultan Iskandar,Johor,88
CHE,Pejabat Imigresen Desaru Coast,Johor,88
CAN,Dermaga Labuan,Labuan,88
RUS,Pengkalan Kubur,Kelantan,88
LTU,LTA Kota Kinabalu,Sabah,87
TWN,Terminal Feri Puteri Harbour,Johor,87
LVA,LTA Langkawi,Kedah,87
DEU,Tebedu,Sarawak,87
SDN,Gelang Patah,Johor,87
IND,Jeti Kuah Langkawi,Kedah,87
MEX,LTA Langkawi,Kedah,86
TUN,Gelang Patah,Johor,86
CHL,Telaga Harbour Park,Kedah,86
MLT,Gelang Patah,Johor,86
ESP,Pejabat Imigresen Desaru Coast,Johor,86
LKA,Pelabuhan Klang Barat - SCT,Selangor,86
USA,LT Sibu,Sarawak,85
BRN,Rantau Panjang,Kelantan,85
JPN,LT Bintulu,Sarawak,85
NLD,Stulang Laut,Johor,85
BRB,LTA Kuala Lumpur Terminal 1,Selangor,85
NIC,LTA Kuala Lumpur Terminal 1,Selangor,85
MMR,LT Miri,Sarawak,85
SWE,Wang Kelian,Perlis,84
VNM,Telaga Harbour Park,Kedah,84
GRD,Gelang Patah,Johor,84
GBR,Tebedu,Sarawak,83
MEX,LTA Kota Kinabalu,Sabah,83
KOR,Tanjung Pengelih,Johor,83
SDN,Bangunan Sultan Iskandar,Johor,83
BEL,Wang Kelian,Perlis,82
GRC,Pelabuhan Tanjung Pelepas,Johor,82
NOR,Wang Kelian,Perlis,82
KHM,Stulang Laut,Johor,82
IND,Pelabuhan Melaka,Melaka,82
GRC,LTA Kuching,Sarawak,82
CZE,Woodlands Train Checkpoint,Singapore,82
CAN,Pandaruan,Sarawak,82
GRC,Telaga Harbour Park,Kedah,81
SAU,LTA Sultan Ismail Senai,Johor,81
CZE,LTA Subang Terminal 3,Selangor,81
LKA,Pelabuhan Tanjung Pelepas,Johor,81
PAK,LTA Kuching,Sarawak,81
SGP,LT Bintulu,Sarawak,81
AUS,Biawak,Sarawak,81
TUR,Telaga Harbour Park,Kedah,81
DEU,Pengkalan Hulu (Bukit Berapit),Perak,81
PRT,Woodlands Train Checkpoint,Singapore,80
YEM,LTA Bayan Lepas,Pulau_Pinang,80
USA,Pandaruan,Sarawak,80
FRA,Tanjung Belungkor,Johor,80
BIH,Gelang Patah,Johor,80
LKA,Bukit Kayu Hitam,Kedah,79
KOR,Tebedu,Sarawak,79
BIH,Bangunan Sultan Iskandar,Johor,79
EGY,LTA Kota Kinabalu,Sabah,79
UKR,Rantau Panjang,Kelantan,78
SAU,LTA Subang Terminal 3,Selangor,78
OMN,LTA Sultan Ismail Senai,Johor,78
SVN,LTA Bayan Lepas,Pulau_Pinang,78
PAK,LT Tawau,Sabah,78
BLZ,LTA Kuala Lumpur Terminal 2,Selangor,78
PHL,LT Tawau,Sabah,78
IDN,Pos Imigresen Bukit Bunga,Kelantan,77
CHL,Padang Besar,Perlis,77
USA,Biawak,Sarawak,77
POL,Pelabuhan Klang Barat - SCT,Selangor,76
VUT,LTA Bayan Lepas,Pulau_Pinang,76
MOZ,LTA Kuala Lumpur Terminal 2,Selangor,76
PER,LTA Bayan Lepas,Pulau_Pinang,76
ZAF,Wang Kelian,Perlis,76
MLT,Bangunan Sultan Iskandar,Johor,75
KOR,Pelabuhan Tanjung Pelepas,Johor,75
MEX,LTA Subang Terminal 3,Selangor,75
HKG,LTA Kuala Lumpur Terminal 1,Selangor,75
KAZ,Telaga Harbour Park,Kedah,75
TUR,LTA Sultan Ismail Senai,Johor,75
RUS,Stulang Laut,Johor,75
BRA,LTA Sultan Ismail Senai,Johor,75
LKA,LTA Ipoh,Perak,74
MMR,Tanjung Pengelih,Johor,74
PAK,Dermaga Labuan,Labuan,74
IRN,Padang Besar,Perlis,74
BGR,Telaga Harbour Park,Kedah,74
AUS,Pasir Gudang,Johor,74
NPL,Pelabuhan Klang Barat - KMT,Selangor,73
DNK,Wang Kelian,Perlis,73
BGD,LTA Kota Kinabalu,Sabah,73
VNM,Pengkalan Kubur,Kelantan,73
BTN,Gelang Patah,Johor,73
PAN,Gelang Patah,Johor,73
TWN,Pelabuhan Melaka,Melaka,72
GUY,LTA Kuala Lumpur Terminal 1,Selangor,72
NZL,Pengkalan Hulu (Bukit Berapit),Perak,72
BHS,LTA Kuala Lumpur Terminal 1,Selangor,72
THA,Jeti Kukup,Johor,72
MDG,Bangunan Sultan Iskandar,Johor,72
THA,Tanjung Pengelih,Johor,72
CHN,Pasir Gudang,Johor,71
GRD,Bangunan Sultan Iskandar,Johor,71
KIR,LTA Kuala Lumpur Terminal 1,Selangor,71
NLD,Rantau Panjang,Kelantan,71
VNM,Pelabuhan Klang Utara,Selangor,71
SRB,Bangunan Sultan Iskandar,Johor,71
TUN,LTA Bayan Lepas,Pulau_Pinang,71
PHL,Jeti Pasir Gudang,Johor,70
BRA,LTA Kuching,Sarawak,70
SLB,Gelang Patah,Johor,70
THA,LT Tawau,Sabah,70
DNK,LTA Ipoh,Perak,70
OMN,Woodlands Train Checkpoint,Singapore,70
BLZ,LTA Kuala Lumpur Terminal 1,Selangor,70
SVN,Jeti Kuah Langkawi,Kedah,69
TUR,Pos Imigresen Mengkalap,Sarawak,69
VEN,Sungai Tujuh,Sarawak,69
SYR,Gelang Patah,Johor,69
KHM,Pelabuhan Klang Barat - SCT,Selangor,69
TUR,Wang Kelian,Perlis,69
LIE,LTA Kuala Lumpur Terminal 1,Selangor,69
TCD,LTA Kuala Lumpur Terminal 2,Selangor,68
NZL,Terminal Feri Puteri Harbour,Johor,68
AUT,Sungai Tujuh,Sarawak,68
PAK,Pelabuhan Klang Barat - KMT,Selangor,68
TTO,Bangunan Sultan Iskandar,Johor,68
TUR,Woodlands Train Checkpoint,Singapore,68
NGA,LTA Bayan Lepas,Pulau_Pinang,68
NLD,LT Sandakan,Sabah,68
LTU,Bukit Kayu Hitam,Kedah,68
SEN,Gelang Patah,Johor,68
PHL,Biawak,Sarawak,68
MKD,Gelang Patah,Johor,67
MAR,Sungai Tujuh,Sarawak,67
KAZ,Wang Kelian,Perlis,67
ATG,Gelang Patah,Johor,67
COL,LTA Bayan Lepas,Pulau_Pinang,67
PRT,LTA Kuching,Sarawak,67
LVA,LTA Bayan Lepas,Pulau_Pinang,66
THA,Pelabuhan Tanjung Pelepas,Johor,66
POL,Pelabuhan Klang Barat - KMT,Selangor,66
MNG,Padang Besar,Perlis,66
AND,LTA Kuala Lumpur Terminal 1,Selangor,66
KOR,LTA Kuantan,Pahang,66
PRT,Padang Besar,Perlis,66
EGY,Terminal Feri Puteri Harbour,Johor,65
BGD,Padang Besar,Perlis,65
ZAF,Pejabat Imigresen Desaru Coast,Johor,65
AUT,LTA Ipoh,Perak,65
ROU,LTA Subang Terminal 3,Selangor,64
MUS,Woodlands Train Checkpoint,Singapore,64
GHA,Bangunan Sultan Iskandar,Johor,64
BRA,LTA Ipoh,Perak,64
GIN,Gelang Patah,Johor,64
FRA,Pelabuhan Melaka,Melaka,64
JPN,Terminal Feri Puteri Harbour,Johor,64
DEU,Pelabuhan Melaka,Melaka,63
IDN,Bunan Gega,Sarawak,63
DNK,LTA Sultan Ismail Senai,Johor,63
UKR,Pasir Gudang,Johor,63
SYC,Gelang Patah,Johor,63
HRV,LTA Langkawi,Kedah,63
JPN,Wang Kelian,Perlis,63
MUS,Bukit Kayu Hitam,Kedah,63
LTU,Padang Besar,Perlis,63
NLD,Tedungan,Sarawak,63
FRA,Pengkalan Kubur,Kelantan,63
HND,Gelang Patah,Johor,63
ZAF,Dermaga Labuan,Labuan,63
LTU,Pos Imigresen Mengkalap,Sarawak,63
RUS,Pejabat Imigresen Desaru Coast,Johor,63
USA,Pejabat Imigresen Port Swettenham,Selangor,63
ITA,Pelabuhan Klang Barat - SCT,Selangor,62
USA,LT Tawau,Sabah,62
SRB,LTA Bayan Lepas,Pulau_Pinang,62
KAZ,LTA Kota Kinabalu,Sabah,62
BRN,LTA Subang Terminal 3,Selangor,62
ITA,Tedungan,Sarawak,62
CHL,Jeti Kuah Langkawi,Kedah,62
MAR,Bukit Kayu Hitam,Kedah,62
SVN,LTA Langkawi,Kedah,61
THA,Pejabat Imigresen Desaru Coast,Johor,61
LUX,Bangunan Sultan Iskandar,Johor,61
EST,LTA Kota Kinabalu,Sabah,61
WSM,LTA Kuala Lumpur Terminal 1,Selangor,61
PHL,LT Sibu,Sarawak,61
NLD,Dermaga Labuan,Labuan,60
MMR,Pejabat Imigresen Desaru Coast,Johor,60
FRA,Pelabuhan Klang Barat - KMT,Selangor,60
BGD,Pejabat Imigresen Desaru Coast,Johor,60
CAN,Pelabuhan Klang Barat - KMT,Selangor,60
LBN,LTA Bayan Lepas,Pulau_Pinang,60
IRL,LTA Sultan Ismail Senai,Johor,60
CAN,Terminal Feri Puteri Harbour,Johor,60
SUR,Gelang Patah,Johor,59
IRQ,LTA Bayan Lepas,Pulau_Pinang,59
NZL,Pelabuhan Klang Barat - KMT,Selangor,59
ROU,Bukit Kayu Hitam,Kedah,59
MWI,LTA Kuala Lumpur Terminal 2,Selangor,59
ZAF,Pandaruan,Sarawak,59
RUS,Pasir Gudang,Johor,58
ITA,Pejabat Imigresen Desaru Coast,Johor,58
AUS,LT Tawau,Sabah,58
ITA,Pelabuhan Klang Barat - KMT,Selangor,58
ZAF,Rantau Panjang,Kelantan,58
CAN,Tanjung Pengelih,Johor,58
LUX,LTA Bayan Lepas,Pulau_Pinang,58
TWN,LT Sibu,Sarawak,58
DMA,Gelang Patah,Johor,58
HRV,Pelabuhan Tanjung Pelepas,Johor,58
FJI,LTA Bayan Lepas,Pulau_Pinang,57
ARE,LTA Bayan Lepas,Pulau_Pinang,57
FIN,Sungai Tujuh,Sarawak,57
CHE,Rantau Panjang,Kelantan,57
SGP,Roro Labuan,Labuan,57
TLS,Jeti Pasir Gudang,Johor,57
BRN,Pengkalan Kubur,Kelantan,57
POL,LTA Ipoh,Perak,57
MRT,LTA Kuala Lumpur Terminal 2,Selangor,57
TTO,Gelang Patah,Johor,57
SAU,LTA Kota Kinabalu,Sabah,57
HTI,LTA Kuala Lumpur Terminal 1,Selangor,56
TWN,LT Tawau,Sabah,56
CHN,LT Sandakan,Sabah,56
SGP,Pos Imigresen Bukit Bunga,Kelantan,56
GRC,LTA Subang Terminal 3,Selangor,56
VNM,Pandaruan,Sarawak,56
CZE,Sungai Tujuh,Sarawak,56
BEL,LTA Ipoh,Perak,56
NAM,LTA Kuala Lumpur Terminal 2,Selangor,56
LKA,LTA Subang Terminal 3,Selangor,56
AUT,Rantau Panjang,Kelantan,56
DMA,Bangunan Sultan Iskandar,Johor,56
BGD,Tanjung Pengelih,Johor,56
COG,LTA Kuala Lumpur Terminal 1,Selangor,56
GRC,LTA Kota Kinabalu,Sabah,55
